Date,Borough,Outcome type_Formal action is not in the public interest,Outcome type_Investigation complete; no suspect identified,Outcome type_Local resolution,Outcome type_Offender given a caution,Outcome type_Offender given a drugs possession warning,Outcome type_Offender given penalty notice,Outcome type_Suspect charged,Outcome type_Suspect charged as part of another case,Outcome type_Unable to prosecute suspect,Total
2023-06-01,Rutland,0,1,0,0,0,0,0,0,0,1
2023-06-01,Sevenoaks,0,5,0,0,0,0,0,0,0,5
2023-06-01,Sheffield,0,2,0,0,0,0,0,0,0,2
2023-06-01,Slough,0,3,0,0,0,0,0,0,0,3
2023-06-01,Solihull,0,1,0,0,0,0,0,0,0,1
2023-06-01,South Ribble,0,1,0,0,0,0,0,0,0,1
2023-06-01,Southampton,0,1,0,0,0,0,0,0,0,1
2023-06-01,Southend,0,2,0,0,0,0,0,0,0,2
2023-06-01,Southwark,0,2216,40,10,0,10,137,0,0,2413
2023-06-01,Spelthorne,0,9,0,0,0,0,0,0,0,9
2023-06-01,Stevenage,0,1,0,0,0,0,0,0,0,1
2023-06-01,Stratford,0,1,0,0,0,0,0,0,0,1
2023-06-01,Sunderland,0,1,0,0,0,0,0,0,0,1
2023-06-01,Sutton,0,986,32,14,2,4,34,2,0,1074
2023-06-01,Swale,0,2,0,0,0,0,0,0,0,2
2023-06-01,Tameside,0,1,0,0,0,0,0,0,0,1
2023-06-01,Tandridge,0,4,0,0,0,0,0,0,0,4
2023-06-01,Test Valley,0,1,0,0,0,0,0,0,0,1
2023-06-01,Three Rivers,0,6,0,0,0,0,0,0,0,6
2023-06-01,Thurrock,0,5,0,0,0,0,0,0,0,5
2023-06-01,Tower Hamlets,0,2121,59,11,0,27,142,0,0,2360
2023-06-01,Uttlesford,0,2,0,0,0,0,0,0,0,2
2023-06-01,Walsall,0,1,0,0,0,0,0,0,0,1
2023-06-01,Waltham Forest,0,1751,94,11,0,14,76,0,0,1946
2023-06-01,Wandsworth,0,2056,34,10,0,4,74,0,0,2178
2023-06-01,Warwick,0,1,0,0,0,0,0,0,0,1
2023-06-01,Watford,0,1,0,0,0,0,0,0,0,1
2023-06-01,West Berkshire,0,1,0,0,0,0,0,0,0,1
2023-06-01,West Lindsey,0,1,0,0,0,0,0,0,0,1
2023-06-01,West Northamptonshire,0,1,0,0,0,0,0,0,0,1
2023-06-01,West Suffolk,0,1,0,0,0,0,0,0,0,1
2023-06-01,Westminster,0,5340,199,19,0,24,207,0,0,5789
2023-06-01,Winchester,0,2,0,0,0,0,0,0,0,2
2023-06-01,Windsor and Maidenhead,0,0,2,0,0,0,0,0,0,2
2023-06-01,Wolverhampton,0,1,0,0,0,0,0,0,0,1
2023-06-01,Worthing,0,2,0,0,0,0,0,0,0,2
2023-06-01,York,0,1,0,0,0,0,0,0,0,1
2023-07-01,Amber Valley,0,1,0,0,0,0,0,0,0,1
2023-07-01,Arun,0,1,0,0,0,0,0,0,0,1
2023-07-01,Barking and Dagenham,0,1997,78,14,0,24,104,0,0,2217
2023-07-01,Barnet,0,1878,22,8,2,10,86,0,0,2006
2023-07-01,Basildon,0,4,0,0,0,0,0,0,0,4
2023-07-01,Bedford,0,3,0,0,0,0,0,0,0,3
2023-07-01,Bexley,0,1284,31,9,1,10,73,0,0,1408
2023-07-01,Birmingham,0,5,0,0,0,0,0,0,0,5
2023-07-01,Bolton,0,3,0,0,0,0,0,0,0,3
2023-07-01,Bracknell Forest,0,1,0,0,0,0,0,0,0,1
2023-07-01,Braintree,0,2,0,0,0,0,0,0,0,2
2023-07-01,Brent,0,2687,77,7,1,12,93,0,0,2877
2023-07-01,Brentwood,0,10,0,0,0,0,0,0,0,10
2023-07-01,Brighton and Hove,0,2,0,0,0,0,0,0,0,2
2023-07-01,Bromley,0,1394,65,13,0,4,117,0,0,1593
2023-07-01,Bromsgrove,0,3,0,0,0,0,0,0,0,3
2023-07-01,Broxbourne,0,13,0,0,0,0,0,0,0,13
2023-07-01,Broxtowe,0,1,0,0,0,0,0,0,0,1
2023-07-01,Buckinghamshire,0,8,0,0,0,0,0,0,0,8
2023-07-01,Camden,1,2972,40,7,0,5,121,0,0,3146
2023-07-01,Cardiff,0,1,0,0,0,0,0,0,0,1
2023-07-01,Castle Point,0,1,0,0,0,0,0,0,0,1
2023-07-01,Central Bedfordshire,0,2,0,0,0,0,0,0,0,2
2023-07-01,Chelmsford,0,4,0,0,0,0,0,0,0,4
2023-07-01,Chesterfield,0,3,0,0,0,0,0,0,0,3
2023-07-01,City of London,0,114,1,0,0,0,3,0,0,118
2023-07-01,Colchester,0,1,0,0,0,0,0,0,0,1
2023-07-01,Coventry,0,4,0,0,0,0,0,0,0,4
2023-07-01,Crawley,0,1,0,0,0,0,0,0,0,1
2023-07-01,Croydon,1,2889,64,14,1,19,112,0,0,3100
2023-07-01,Dacorum,0,1,0,0,0,0,0,0,0,1
2023-07-01,Darlington,0,1,0,0,0,0,0,0,0,1
2023-07-01,Dartford,0,9,0,0,0,0,0,0,0,9
2023-07-01,Derby,0,1,0,0,0,0,0,0,0,1
2023-07-01,Dorset,0,1,0,0,0,0,0,0,0,1
2023-07-01,Ealing,1,2805,53,10,7,9,133,0,0,3018
2023-07-01,East Hertfordshire,0,1,0,0,0,0,0,0,0,1
2023-07-01,East Suffolk,0,1,0,0,0,0,0,0,0,1
2023-07-01,Enfield,0,2898,31,8,0,2,96,0,0,3035
2023-07-01,Epping Forest,0,12,1,0,0,0,0,0,0,13
2023-07-01,Epsom and Ewell,0,5,0,0,0,0,0,0,0,5
2023-07-01,Fenland,0,1,0,0,0,0,0,0,0,1
2023-07-01,Greenwich,0,1907,71,11,3,9,125,0,0,2126
2023-07-01,Hackney,0,2353,49,8,1,13,119,0,0,2543
2023-07-01,Halton,0,1,0,0,0,0,0,0,0,1
2023-07-01,Hambleton,0,2,0,0,0,0,0,0,0,2
2023-07-01,Hammersmith and Fulham,0,1765,42,4,0,7,82,0,0,1900
2023-07-01,Haringey,0,3067,70,13,1,22,83,0,0,3256
2023-07-01,Harlow,0,2,0,0,0,0,0,0,0,2
2023-07-01,Harrow,0,1860,26,7,0,3,52,0,0,1948
2023-07-01,Hart,0,1,0,0,0,0,0,0,0,1
2023-07-01,Hastings,0,1,0,0,0,0,0,0,0,1
2023-07-01,Havant,0,0,0,0,0,0,1,0,0,1
2023-07-01,Havering,0,2474,98,8,1,12,89,0,0,2682
2023-07-01,Herefordshire,0,1,0,0,0,0,0,0,0,1
2023-07-01,Hertsmere,0,3,0,0,0,0,3,0,0,6
2023-07-01,Hillingdon,0,2194,66,14,0,16,99,0,0,2389
2023-07-01,Horsham,0,1,0,0,0,0,0,0,0,1
2023-07-01,Hounslow,0,1767,23,15,0,6,106,0,0,1917
2023-07-01,Huntingdonshire,0,1,0,0,0,0,0,0,0,1
2023-07-01,Islington,0,2316,58,10,0,8,120,0,0,2512
2023-07-01,Kensington and Chelsea,0,1942,28,8,0,4,64,0,0,2046
2023-07-01,King,0,3,0,0,0,0,0,0,0,3
2023-07-01,Kingston upon Thames,0,1012,45,10,0,3,48,0,0,1118
2023-07-01,Kirklees,0,1,0,0,0,0,0,0,0,1
2023-07-01,Lambeth,0,2798,40,11,1,5,141,0,0,2996
2023-07-01,Lancaster,0,1,0,0,0,0,0,0,0,1
2023-07-01,Leeds,0,3,0,0,0,0,0,0,0,3
2023-07-01,Leicester,0,1,0,0,0,0,0,0,0,1
2023-07-01,Lewisham,0,2802,45,8,2,9,140,0,0,3006
2023-07-01,Liverpool,0,2,0,0,0,0,0,0,0,2
2023-07-01,Luton,0,4,0,0,0,0,0,0,0,4
2023-07-01,Maidstone,0,2,0,0,0,0,0,0,0,2
2023-07-01,Medway,0,2,0,0,0,0,0,0,0,2
2023-07-01,Merton,0,1183,19,5,0,4,50,0,0,1261
2023-07-01,Mole Valley,0,1,0,0,0,0,1,0,0,2
2023-07-01,New Forest,0,1,0,0,0,0,0,0,0,1
2023-07-01,Newham,0,3076,83,11,1,29,141,0,0,3341
2023-07-01,Newport,0,1,0,0,0,0,0,0,0,1
2023-07-01,North Hertfordshire,0,6,0,0,0,0,0,0,0,6
2023-07-01,North Kesteven,0,1,0,0,0,0,0,0,0,1
2023-07-01,North Tyneside,0,3,0,0,0,0,0,0,0,3
2023-07-01,North West Leicestershire,0,1,0,0,0,0,0,0,0,1
2023-07-01,Nottingham,0,1,0,0,0,0,0,0,0,1
2023-07-01,Oldham,0,1,0,0,0,0,0,0,0,1
2023-07-01,Pendle,0,1,0,0,0,0,0,0,0,1
2023-07-01,Peterborough,0,1,0,0,0,0,0,0,0,1
2023-07-01,Plymouth,0,1,0,0,0,0,0,0,0,1
2023-07-01,Portsmouth,0,1,0,0,0,0,0,0,0,1
2023-07-01,Reading,0,1,0,0,0,0,0,0,0,1
2023-07-01,Redbridge,0,3070,45,13,0,10,82,0,0,3220
2023-07-01,Reigate and Banstead,0,9,0,0,0,1,0,0,0,10
2023-07-01,Richmond upon Thames,0,784,13,7,1,1,44,0,0,850
2023-07-01,Rother,0,1,0,0,0,0,0,0,0,1
2023-07-01,Runnymede,0,3,0,0,0,0,1,0,0,4
2023-07-01,Sevenoaks,0,4,0,0,0,0,0,0,0,4
2023-07-01,Sheffield,0,1,0,0,0,0,0,0,0,1
2023-07-01,Shropshire,0,1,0,0,0,0,0,0,0,1
2023-07-01,Slough,0,5,1,0,0,0,0,0,0,6
2023-07-01,South Gloucestershire,0,1,0,0,0,0,0,0,0,1
2023-07-01,Southampton,0,1,0,0,0,0,0,0,0,1
2023-07-01,Southend,0,3,0,0,0,0,0,0,0,3
2023-07-01,Southwark,0,2877,46,13,1,8,127,0,0,3072
2023-07-01,Spelthorne,0,9,0,0,0,0,0,0,0,9
2023-07-01,Stevenage,0,1,0,0,0,0,0,0,0,1
2023-07-01,Stockport,0,1,0,0,0,0,0,0,0,1
2023-07-01,Stratford,0,1,0,0,0,0,0,0,0,1
2023-07-01,Sunderland,0,1,0,0,0,0,0,0,0,1
2023-07-01,Surrey Heath,0,1,0,0,0,0,0,0,0,1
2023-07-01,Sutton,0,878,30,8,0,6,33,0,0,955
2023-07-01,Swale,0,1,0,0,0,0,0,0,0,1
2023-07-01,Swansea,0,1,0,0,0,0,0,0,0,1
2023-07-01,Swindon,0,1,0,0,0,0,0,0,0,1
2023-07-01,Tandridge,0,6,0,0,0,0,0,0,0,6
2023-07-01,Tewkesbury,0,1,0,0,0,0,0,0,0,1
2023-07-01,Thanet,0,1,0,0,0,0,2,0,0,3
2023-07-01,Three Rivers,0,1,0,0,0,0,0,0,0,1
2023-07-01,Thurrock,0,5,0,0,0,0,0,0,0,5
2023-07-01,Tonbridge and Malling,0,1,0,0,0,0,0,0,0,1
2023-07-01,Torridge,0,1,0,0,0,0,0,0,0,1
2023-07-01,Tower Hamlets,0,3266,62,18,1,35,165,0,0,3547
2023-07-01,Uttlesford,0,3,0,0,0,0,0,0,0,3
2023-07-01,Vale of White Horse,0,1,0,0,0,0,0,0,0,1
2023-07-01,Waltham Forest,0,1574,55,13,0,12,77,0,0,1731
2023-07-01,Wandsworth,0,2322,29,10,0,6,96,0,0,2463
2023-07-01,Warwick,0,2,0,0,0,0,0,0,0,2
2023-07-01,Watford,0,4,0,0,0,0,0,0,0,4
2023-07-01,Wealden,0,2,0,0,0,0,0,0,0,2
2023-07-01,Welwyn Hatfield,0,1,0,0,0,0,0,0,0,1
2023-07-01,West Northamptonshire,0,1,0,0,0,0,1,0,0,2
2023-07-01,West Oxfordshire,0,1,0,0,0,0,0,0,0,1
2023-07-01,Westminster,0,7052,168,30,0,26,241,0,0,7517
2023-07-01,Wigan,0,2,0,0,0,0,0,0,0,2
2023-07-01,Wiltshire,0,5,0,0,0,0,0,0,0,5
2023-07-01,Windsor and Maidenhead,0,1,0,0,0,0,0,0,0,1
2023-07-01,Woking,0,4,0,0,0,0,0,0,0,4
2023-07-01,Worthing,0,3,0,0,0,0,0,0,0,3
2023-08-01,Ashford,0,2,0,0,0,0,0,0,0,2
2023-08-01,Barking and Dagenham,0,2064,87,13,1,14,121,0,0,2300
2023-08-01,Barnet,0,2605,30,13,1,1,81,0,0,2731
2023-08-01,Basildon,0,4,1,0,0,0,0,0,0,5
2023-08-01,Basingstoke and Deane,0,1,0,0,0,0,0,0,0,1
2023-08-01,Bassetlaw,0,3,0,0,0,0,0,0,0,3
2023-08-01,Bedford,0,3,0,0,0,0,0,0,0,3
2023-08-01,Bexley,0,1468,38,8,0,9,60,0,0,1583
2023-08-01,Birmingham,0,5,0,0,0,0,0,0,0,5
2023-08-01,Blackpool,0,1,0,0,0,0,0,0,0,1
2023-08-01,Boston,0,1,0,0,0,0,0,0,0,1
2023-08-01,Bournemouth,0,1,0,0,0,0,0,0,0,1
2023-08-01,Bradford,0,1,0,0,0,0,0,0,0,1
2023-08-01,Brent,1,1902,40,9,1,4,120,0,0,2077
2023-08-01,Brentwood,0,4,0,0,0,0,0,0,0,4
2023-08-01,Bridgend,0,1,0,0,0,0,0,0,0,1
2023-08-01,Bristol,0,1,0,0,0,0,0,0,0,1
2023-08-01,Broadland,0,1,0,0,0,0,0,0,0,1
2023-08-01,Bromley,0,1830,66,15,2,11,76,0,0,2000
2023-08-01,Broxbourne,0,7,0,0,0,0,1,0,0,8
2023-08-01,Buckinghamshire,0,5,0,0,0,0,0,0,0,5
2023-08-01,Cambridge,0,1,0,0,0,0,0,0,0,1
2023-08-01,Camden,0,3080,46,7,0,9,109,0,0,3251
2023-08-01,Cannock Chase,0,1,0,0,0,0,0,0,0,1
2023-08-01,Cardiff,0,0,0,0,0,0,1,0,0,1
2023-08-01,Castle Point,0,1,0,0,0,0,0,0,0,1
2023-08-01,Central Bedfordshire,0,1,0,0,0,0,0,0,0,1
2023-08-01,Charnwood,0,1,0,0,0,0,0,0,0,1
2023-08-01,Cherwell,0,3,0,0,0,0,0,0,0,3
2023-08-01,City of London,0,89,0,0,1,2,0,0,0,92
2023-08-01,Coventry,0,1,0,0,0,0,0,0,0,1
2023-08-01,Crawley,0,2,0,0,0,0,1,0,0,3
2023-08-01,Croydon,0,2489,64,19,2,15,117,1,0,2707
2023-08-01,Dartford,0,7,0,0,0,0,0,0,0,7
2023-08-01,Derbyshire Dales,0,1,0,0,0,0,0,0,0,1
2023-08-01,Dorset,0,1,0,0,0,0,0,0,0,1
2023-08-01,Dover,0,1,0,0,0,0,0,0,0,1
2023-08-01,Ealing,1,2762,43,3,1,12,111,0,0,2933
2023-08-01,East Hampshire,0,1,0,0,0,0,0,0,0,1
2023-08-01,East Hertfordshire,0,2,0,0,0,0,0,0,0,2
2023-08-01,East Staffordshire,0,1,0,0,0,0,0,0,0,1
2023-08-01,East Suffolk,0,2,0,0,0,0,0,0,0,2
2023-08-01,Elmbridge,0,3,0,0,0,0,0,0,0,3
2023-08-01,Enfield,0,2901,37,14,0,3,119,1,0,3075
2023-08-01,Epping Forest,0,9,0,0,0,1,1,0,0,11
2023-08-01,Epsom and Ewell,0,11,0,0,0,0,0,0,0,11
2023-08-01,Fenland,0,2,0,0,0,0,0,0,0,2
2023-08-01,Gateshead,0,1,0,0,0,0,0,0,0,1
2023-08-01,Greenwich,0,1548,76,9,3,17,100,0,0,1753
2023-08-01,Guildford,0,2,0,0,0,0,0,0,0,2
2023-08-01,Hackney,0,2801,56,8,5,11,115,0,0,2996
2023-08-01,Hambleton,0,1,0,0,0,0,0,0,0,1
2023-08-01,Hammersmith and Fulham,0,2135,64,5,2,9,78,1,0,2294
2023-08-01,Haringey,0,2134,62,23,2,15,117,0,0,2353
2023-08-01,Harlow,0,2,0,0,0,0,2,0,0,4
2023-08-01,Harrow,0,956,31,3,0,4,53,0,0,1047
2023-08-01,Hart,0,1,0,0,0,0,0,0,0,1
2023-08-01,Havering,0,1929,77,22,0,9,108,0,0,2145
2023-08-01,Hertsmere,0,6,0,0,0,0,0,0,0,6
2023-08-01,Hillingdon,0,2539,55,8,1,5,98,0,0,2706
2023-08-01,Hounslow,0,2415,39,8,2,8,115,0,0,2587
2023-08-01,Huntingdonshire,0,4,0,0,0,0,0,0,0,4
2023-08-01,Ipswich,0,1,0,0,0,0,0,0,0,1
2023-08-01,Islington,1,2431,47,5,1,6,115,0,0,2606
2023-08-01,Kensington and Chelsea,0,2064,74,3,1,11,90,0,0,2243
2023-08-01,Kingston upon Thames,0,893,31,4,0,10,39,1,0,978
2023-08-01,Kirklees,0,2,0,0,0,0,0,0,0,2
2023-08-01,Lambeth,0,2841,46,11,0,9,162,0,0,3069
2023-08-01,Leeds,0,1,0,0,0,0,0,0,0,1
2023-08-01,Leicester,0,4,0,0,0,0,0,0,0,4
2023-08-01,Lewisham,1,2172,63,7,3,14,168,0,0,2428
2023-08-01,Luton,0,7,1,0,0,0,0,0,0,8
2023-08-01,Medway,0,1,0,0,0,0,0,0,0,1
2023-08-01,Merton,0,926,38,8,0,7,36,0,0,1015
2023-08-01,Newcastle upon Tyne,0,2,0,0,0,0,0,0,0,2
2023-08-01,Newham,0,3126,97,22,3,33,118,0,0,3399
2023-08-01,North Devon,0,1,0,0,0,0,0,0,0,1
2023-08-01,North East Derbyshire,0,1,0,0,0,0,0,0,0,1
2023-08-01,Nottingham,0,1,0,0,0,0,0,0,0,1
2023-08-01,Reading,0,2,0,0,0,0,0,0,0,2
2023-08-01,Redbridge,1,2274,62,10,1,15,89,0,0,2452
2023-08-01,Reigate and Banstead,0,6,0,0,0,0,0,0,0,6
2023-08-01,Rhondda Cynon Taf,0,1,0,0,0,0,0,0,0,1
2023-08-01,Richmond upon Thames,0,1036,18,6,1,4,32,0,0,1097
2023-08-01,Rother,0,0,0,0,0,0,1,0,0,1
2023-08-01,Rotherham,0,1,0,0,0,0,0,0,0,1
2023-08-01,Runnymede,0,3,0,0,0,0,0,0,0,3
2023-08-01,Rushcliffe,0,1,0,0,0,0,0,0,0,1
2023-08-01,Sevenoaks,0,2,0,0,0,0,0,0,0,2
2023-08-01,Shropshire,0,4,0,0,0,0,0,0,0,4
2023-08-01,South Gloucestershire,0,1,0,0,0,0,0,0,0,1
2023-08-01,South Holland,0,1,0,0,0,0,0,0,0,1
2023-08-01,South Kesteven,0,1,0,0,0,0,0,0,0,1
2023-08-01,Southwark,1,3740,45,18,3,17,121,0,0,3945
2023-08-01,Spelthorne,0,13,1,0,0,0,0,0,0,14
2023-08-01,St Albans,0,2,0,0,0,0,0,0,0,2
2023-08-01,Stockton,0,1,0,0,0,0,0,0,0,1
2023-08-01,Stratford,0,1,0,0,0,0,0,0,0,1
2023-08-01,Sutton,0,1170,24,3,0,3,36,0,0,1236
2023-08-01,Swale,0,5,0,0,0,0,0,0,0,5
2023-08-01,Swansea,0,3,0,0,0,0,0,0,0,3
2023-08-01,Tandridge,0,1,0,0,0,0,2,0,0,3
2023-08-01,Thanet,0,3,0,0,0,0,0,0,0,3
2023-08-01,Three Rivers,0,1,0,0,0,0,0,0,0,1
2023-08-01,Thurrock,0,8,2,0,0,0,2,0,0,12
2023-08-01,Torbay,0,2,0,0,0,0,0,0,0,2
2023-08-01,Tower Hamlets,0,2409,67,14,3,44,155,0,0,2692
2023-08-01,Uttlesford,0,4,0,0,0,0,0,0,0,4
2023-08-01,Walsall,0,2,0,0,0,0,0,0,0,2
2023-08-01,Waltham Forest,0,1871,72,17,0,15,72,0,0,2047
2023-08-01,Wandsworth,0,2110,32,7,0,8,107,0,0,2264
2023-08-01,Warrington,0,1,0,0,0,0,0,0,0,1
2023-08-01,Watford,0,2,0,0,0,0,0,0,0,2
2023-08-01,Welwyn Hatfield,0,3,0,0,0,0,0,0,0,3
2023-08-01,West Northamptonshire,0,2,0,0,0,0,0,0,0,2
2023-08-01,Westminster,0,6989,164,19,5,31,254,0,0,7462
2023-08-01,Wiltshire,0,3,0,0,0,0,0,0,0,3
2023-08-01,Windsor and Maidenhead,0,1,0,0,0,0,0,0,0,1
2023-08-01,Wirral,0,1,0,0,0,0,0,0,0,1
2023-08-01,Wolverhampton,0,1,0,0,0,0,0,0,0,1
2023-08-01,Worthing,0,1,0,0,0,0,0,0,0,1
2023-09-01,Ashford,0,1,0,0,0,0,0,0,0,1
2023-09-01,Barking and Dagenham,0,2299,55,11,0,19,168,0,0,2552
2023-09-01,Barnet,0,2537,18,7,1,8,74,0,0,2645
2023-09-01,Basildon,0,3,0,0,0,0,0,0,0,3
2023-09-01,Bedford,0,2,0,0,0,0,0,0,0,2
2023-09-01,Bexley,0,1236,35,9,0,5,70,0,0,1355
2023-09-01,Birmingham,0,7,0,0,0,0,0,0,0,7
2023-09-01,Blackburn with Darwen,0,1,0,0,0,0,0,0,0,1
2023-09-01,Blackpool,0,1,0,0,0,0,0,0,0,1
2023-09-01,Bolton,0,1,0,0,0,0,0,0,0,1
2023-09-01,Boston,0,1,0,0,0,0,0,0,0,1
2023-09-01,Breckland,0,1,0,0,0,0,0,0,0,1
2023-09-01,Brent,0,2751,50,8,0,13,124,0,0,2946
2023-09-01,Brentwood,0,2,0,0,0,0,0,0,0,2
2023-09-01,Brighton and Hove,0,1,0,0,0,0,0,0,0,1
2023-09-01,Bristol,0,2,0,0,0,0,0,0,0,2
2023-09-01,Bromley,0,2797,64,19,0,7,88,0,0,2975
2023-09-01,Broxbourne,0,8,0,0,0,0,0,0,0,8
2023-09-01,Buckinghamshire,0,9,1,0,0,0,0,0,0,10
2023-09-01,Camden,0,3605,43,15,0,7,129,0,0,3799
2023-09-01,Canterbury,0,2,0,0,0,0,0,0,0,2
2023-09-01,Central Bedfordshire,0,3,0,0,0,0,0,0,0,3
2023-09-01,Charnwood,0,1,0,0,0,0,0,0,0,1
2023-09-01,Chelmsford,0,7,0,0,0,0,0,0,0,7
2023-09-01,Cherwell,0,1,0,0,0,0,0,0,0,1
2023-09-01,Cheshire West and Chester,0,0,0,0,0,0,1,0,0,1
2023-09-01,City of London,0,91,1,0,0,0,1,0,0,93
2023-09-01,Cotswold,0,1,0,0,0,0,0,0,0,1
2023-09-01,Coventry,0,2,0,0,0,0,0,0,0,2
2023-09-01,Croydon,0,3316,64,24,1,18,95,0,0,3518
2023-09-01,Dacorum,0,5,0,0,0,0,0,0,0,5
2023-09-01,Dartford,0,12,0,0,0,0,0,0,0,12
2023-09-01,Dover,0,2,0,0,0,0,1,0,0,3
2023-09-01,Ealing,0,3001,27,6,2,6,93,0,0,3135
2023-09-01,East Hertfordshire,0,2,0,0,0,0,0,0,0,2
2023-09-01,East Lindsey,0,1,0,0,0,0,0,0,0,1
2023-09-01,East Suffolk,0,1,0,0,0,0,0,0,0,1
2023-09-01,Eastbourne,0,3,0,0,0,0,0,0,0,3
2023-09-01,Eastleigh,0,2,0,0,0,0,0,0,0,2
2023-09-01,Elmbridge,0,8,1,0,0,0,0,0,0,9
2023-09-01,Enfield,0,2501,34,9,0,17,92,0,0,2653
2023-09-01,Epping Forest,0,24,1,0,0,0,1,0,0,26
2023-09-01,Epsom and Ewell,0,7,0,0,0,0,0,0,0,7
2023-09-01,Folkestone and Hythe,0,1,0,0,0,0,0,0,0,1
2023-09-01,Gravesham,0,3,0,0,0,0,2,0,0,5
2023-09-01,Greenwich,0,3015,75,15,1,17,146,1,0,3270
2023-09-01,Guildford,0,2,0,0,0,0,0,0,0,2
2023-09-01,Hackney,0,2823,35,17,0,7,103,0,0,2985
2023-09-01,Halton,0,1,0,0,0,0,0,0,0,1
2023-09-01,Hammersmith and Fulham,0,2201,48,7,0,8,88,0,0,2352
2023-09-01,Haringey,0,2526,51,12,0,19,129,0,0,2737
2023-09-01,Harlow,0,4,0,0,0,0,0,0,0,4
2023-09-01,Harrow,0,1166,31,9,0,1,40,0,0,1247
2023-09-01,Hastings,0,1,0,0,0,0,0,0,0,1
2023-09-01,Havering,0,1529,57,10,1,12,127,0,0,1736
2023-09-01,Hertsmere,0,6,1,0,0,0,0,0,0,7
2023-09-01,Hillingdon,0,3809,60,13,0,5,97,0,0,3984
2023-09-01,Hounslow,0,1715,24,12,1,2,94,0,0,1848
2023-09-01,Islington,1,2836,46,6,1,10,103,0,0,3003
2023-09-01,Kensington and Chelsea,0,2256,62,11,0,9,78,0,0,2416
2023-09-01,Kingston upon Hull,0,4,0,0,0,0,0,0,0,4
2023-09-01,Kingston upon Thames,0,1216,29,5,0,5,44,0,0,1299
2023-09-01,Knowsley,0,1,0,0,0,0,0,0,0,1
2023-09-01,Lambeth,0,3688,45,17,0,7,152,0,0,3909
2023-09-01,Leicester,0,5,0,0,0,0,0,0,0,5
2023-09-01,Lewisham,1,3112,43,18,0,13,133,0,0,3320
2023-09-01,Liverpool,0,1,0,0,0,0,0,0,0,1
2023-09-01,Luton,0,9,1,1,0,0,0,0,0,11
2023-09-01,Manchester,0,4,0,0,0,0,0,0,0,4
2023-09-01,Merton,0,1582,39,4,0,4,49,0,0,1678
2023-09-01,Mid Suffolk,0,2,0,0,0,0,0,0,0,2
2023-09-01,Mid Sussex,0,1,0,0,0,0,0,0,0,1
2023-09-01,Milton Keynes,0,4,0,0,0,0,2,0,0,6
2023-09-01,New Forest,0,1,0,0,0,0,0,0,0,1
2023-09-01,Newark and Sherwood,0,1,0,0,0,0,0,0,0,1
2023-09-01,Newcastle upon Tyne,0,5,0,0,0,0,0,0,0,5
2023-09-01,Newham,0,3377,97,25,0,27,134,0,0,3660
2023-09-01,Newport,0,1,0,0,0,0,0,0,0,1
2023-09-01,North Devon,0,1,0,0,0,0,0,0,0,1
2023-09-01,North East Derbyshire,0,3,0,0,0,0,0,0,0,3
2023-09-01,Norwich,0,1,0,0,0,0,0,0,0,1
2023-09-01,Nottingham,0,1,0,0,0,0,0,0,0,1
2023-09-01,Oxford,0,0,0,0,0,0,1,0,0,1
2023-09-01,Plymouth,0,1,0,0,0,0,0,0,0,1
2023-09-01,Preston,0,2,0,0,0,0,0,0,0,2
2023-09-01,Reading,0,1,0,0,0,0,1,0,0,2
2023-09-01,Redbridge,0,2206,54,16,1,9,80,0,0,2366
2023-09-01,Reigate and Banstead,0,1,0,0,0,0,0,0,0,1
2023-09-01,Richmond upon Thames,0,1308,8,4,0,1,35,0,0,1356
2023-09-01,Rother,0,1,0,0,0,0,0,0,0,1
2023-09-01,Rotherham,0,1,1,0,0,0,0,0,0,2
2023-09-01,Rugby,0,1,0,0,0,0,0,0,0,1
2023-09-01,Runnymede,0,1,0,0,0,0,0,0,0,1
2023-09-01,Sevenoaks,0,12,0,0,0,0,0,0,0,12
2023-09-01,Sheffield,0,1,0,0,0,0,0,0,0,1
2023-09-01,Slough,0,2,0,0,0,0,0,0,0,2
2023-09-01,South Norfolk,0,2,0,0,0,0,0,0,0,2
2023-09-01,South Somerset,0,1,0,0,0,0,0,0,0,1
2023-09-01,Southampton,0,3,0,0,0,0,0,0,0,3
2023-09-01,Southend,0,1,0,0,0,0,0,0,0,1
2023-09-01,Southwark,0,3379,42,11,0,11,151,0,0,3594
2023-09-01,Spelthorne,0,6,2,0,0,0,0,0,0,8
2023-09-01,Stafford,0,1,0,0,0,0,0,0,0,1
2023-09-01,Stevenage,0,2,0,0,0,0,0,0,0,2
2023-09-01,Sunderland,0,1,0,0,0,0,0,0,0,1
2023-09-01,Sutton,0,1152,18,6,1,5,34,0,0,1216
2023-09-01,Swansea,0,1,0,0,0,0,0,0,0,1
2023-09-01,Tandridge,0,4,0,0,0,0,0,0,0,4
2023-09-01,Three Rivers,0,3,0,0,0,0,0,0,0,3
2023-09-01,Thurrock,0,21,0,0,0,0,0,0,0,21
2023-09-01,Tower Hamlets,0,3120,70,16,0,18,128,0,0,3352
2023-09-01,Trafford,0,1,0,0,0,0,0,0,0,1
2023-09-01,Uttlesford,0,4,0,0,0,0,0,0,0,4
2023-09-01,Waltham Forest,0,2416,64,12,0,24,89,0,0,2605
2023-09-01,Wandsworth,0,2821,39,6,0,2,84,0,0,2952
