Gender_Female,Gender_Male,Gender_Not Recorded,Gender_Other ,Age Group_Adult,Age Group_Not Recorded,Age Group_Youth,Ethnicity (4+1)_Asian,Ethnicity (4+1)_Black,Ethnicity (4+1)_Not Recorded,Ethnicity (4+1)_Other ,Ethnicity (4+1)_White,First Arrest Offnece_Assault,First Arrest Offnece_Burglary,First Arrest Offnece_Driving,First Arrest Offnece_Drugs,First Arrest Offnece_Immigration,First Arrest Offnece_Murder,First Arrest Offnece_Offensive Weapons,First Arrest Offnece_Other Offence,First Arrest Offnece_Robbery,First Arrest Offnece_Sexual Offences,First Arrest Offnece_Theft,Domestic Abuse Flag_No,Domestic Abuse Flag_Yes,mean_arrests,Date,Borough
88,147,0,0,142,8,85,55,57,28,32,63,34,19,14,20,15,18,19,38,19,15,24,170,65,43.58569787,2019-01-01,Barking and Dagenham
88,147,0,0,142,8,85,55,57,28,32,63,34,19,14,20,15,18,19,38,19,15,24,170,65,43.58569787,2019-01-01,Barnet
88,147,0,0,142,8,85,55,57,28,32,63,34,19,14,20,15,18,19,38,19,15,24,170,65,43.58569787,2019-01-01,Bexley
88,147,0,0,142,8,85,55,57,28,32,63,34,19,14,20,15,18,19,38,19,15,24,170,65,43.58569787,2019-01-01,Brent
88,147,0,0,142,8,85,55,57,28,32,63,34,19,14,20,15,18,19,38,19,15,24,170,65,43.58569787,2019-01-01,Bromley
88,147,0,0,142,8,85,55,57,28,32,63,34,19,14,20,15,18,19,38,19,15,24,170,65,43.58569787,2019-01-01,Camden
88,147,0,0,142,8,85,55,57,28,32,63,34,19,14,20,15,18,19,38,19,15,24,170,65,43.58569787,2019-01-01,Westminster
88,147,0,0,142,8,85,55,57,28,32,63,34,19,14,20,15,18,19,38,19,15,24,170,65,43.58569787,2019-01-01,Croydon
88,147,0,0,142,8,85,55,57,28,32,63,34,19,14,20,15,18,19,38,19,15,24,170,65,43.58569787,2019-01-01,Ealing
88,147,0,0,142,8,85,55,57,28,32,63,34,19,14,20,15,18,19,38,19,15,24,170,65,43.58569787,2019-01-01,Enfield
88,147,0,0,142,8,85,55,57,28,32,63,34,19,14,20,15,18,19,38,19,15,24,170,65,43.58569787,2019-01-01,Greenwich
88,147,0,0,142,8,85,55,57,28,32,63,34,19,14,20,15,18,19,38,19,15,24,170,65,43.58569787,2019-01-01,Hackney
88,147,0,0,142,8,85,55,57,28,32,63,34,19,14,20,15,18,19,38,19,15,24,170,65,43.58569787,2019-01-01,Hammersmith and Fulham
88,147,0,0,142,8,85,55,57,28,32,63,34,19,14,20,15,18,19,38,19,15,24,170,65,43.58569787,2019-01-01,Haringey
88,147,0,0,142,8,85,55,57,28,32,63,34,19,14,20,15,18,19,38,19,15,24,170,65,43.58569787,2019-01-01,Harrow
88,147,0,0,142,8,85,55,57,28,32,63,34,19,14,20,15,18,19,38,19,15,24,170,65,43.58569787,2019-01-01,Havering
88,147,0,0,142,8,85,55,57,28,32,63,34,19,14,20,15,18,19,38,19,15,24,170,65,43.58569787,2019-01-01,Hillingdon
88,147,0,0,142,8,85,55,57,28,32,63,34,19,14,20,15,18,19,38,19,15,24,170,65,43.58569787,2019-01-01,Hounslow
88,147,0,0,142,8,85,55,57,28,32,63,34,19,14,20,15,18,19,38,19,15,24,170,65,43.58569787,2019-01-01,Islington
88,147,0,0,142,8,85,55,57,28,32,63,34,19,14,20,15,18,19,38,19,15,24,170,65,43.58569787,2019-01-01,Kensington and Chelsea
88,147,0,0,142,8,85,55,57,28,32,63,34,19,14,20,15,18,19,38,19,15,24,170,65,43.58569787,2019-01-01,Kingston
88,147,0,0,142,8,85,55,57,28,32,63,34,19,14,20,15,18,19,38,19,15,24,170,65,43.58569787,2019-01-01,Lambeth
88,147,0,0,142,8,85,55,57,28,32,63,34,19,14,20,15,18,19,38,19,15,24,170,65,43.58569787,2019-01-01,Lewisham
88,147,0,0,142,8,85,55,57,28,32,63,34,19,14,20,15,18,19,38,19,15,24,170,65,43.58569787,2019-01-01,Merton
88,147,0,0,142,8,85,55,57,28,32,63,34,19,14,20,15,18,19,38,19,15,24,170,65,43.58569787,2019-01-01,Newham
88,147,0,0,142,8,85,55,57,28,32,63,34,19,14,20,15,18,19,38,19,15,24,170,65,43.58569787,2019-01-01,Redbridge
88,147,0,0,142,8,85,55,57,28,32,63,34,19,14,20,15,18,19,38,19,15,24,170,65,43.58569787,2019-01-01,Richmond
88,147,0,0,142,8,85,55,57,28,32,63,34,19,14,20,15,18,19,38,19,15,24,170,65,43.58569787,2019-01-01,Southwark
88,147,0,0,142,8,85,55,57,28,32,63,34,19,14,20,15,18,19,38,19,15,24,170,65,43.58569787,2019-01-01,Sutton
88,147,0,0,142,8,85,55,57,28,32,63,34,19,14,20,15,18,19,38,19,15,24,170,65,43.58569787,2019-01-01,Tower Hamlets
88,147,0,0,142,8,85,55,57,28,32,63,34,19,14,20,15,18,19,38,19,15,24,170,65,43.58569787,2019-01-01,Waltham Forest
88,147,0,0,142,8,85,55,57,28,32,63,34,19,14,20,15,18,19,38,19,15,24,170,65,43.58569787,2019-01-01,Wandsworth
85,145,0,0,143,5,82,50,59,30,32,59,35,19,15,22,13,20,16,35,17,15,23,170,60,41.25033478,2019-02-01,Barking and Dagenham
85,145,0,0,143,5,82,50,59,30,32,59,35,19,15,22,13,20,16,35,17,15,23,170,60,41.25033478,2019-02-01,Barnet
85,145,0,0,143,5,82,50,59,30,32,59,35,19,15,22,13,20,16,35,17,15,23,170,60,41.25033478,2019-02-01,Bexley
85,145,0,0,143,5,82,50,59,30,32,59,35,19,15,22,13,20,16,35,17,15,23,170,60,41.25033478,2019-02-01,Brent
85,145,0,0,143,5,82,50,59,30,32,59,35,19,15,22,13,20,16,35,17,15,23,170,60,41.25033478,2019-02-01,Bromley
85,145,0,0,143,5,82,50,59,30,32,59,35,19,15,22,13,20,16,35,17,15,23,170,60,41.25033478,2019-02-01,Camden
85,145,0,0,143,5,82,50,59,30,32,59,35,19,15,22,13,20,16,35,17,15,23,170,60,41.25033478,2019-02-01,Westminster
85,145,0,0,143,5,82,50,59,30,32,59,35,19,15,22,13,20,16,35,17,15,23,170,60,41.25033478,2019-02-01,Croydon
85,145,0,0,143,5,82,50,59,30,32,59,35,19,15,22,13,20,16,35,17,15,23,170,60,41.25033478,2019-02-01,Ealing
85,145,0,0,143,5,82,50,59,30,32,59,35,19,15,22,13,20,16,35,17,15,23,170,60,41.25033478,2019-02-01,Enfield
85,145,0,0,143,5,82,50,59,30,32,59,35,19,15,22,13,20,16,35,17,15,23,170,60,41.25033478,2019-02-01,Greenwich
85,145,0,0,143,5,82,50,59,30,32,59,35,19,15,22,13,20,16,35,17,15,23,170,60,41.25033478,2019-02-01,Hackney
85,145,0,0,143,5,82,50,59,30,32,59,35,19,15,22,13,20,16,35,17,15,23,170,60,41.25033478,2019-02-01,Hammersmith and Fulham
85,145,0,0,143,5,82,50,59,30,32,59,35,19,15,22,13,20,16,35,17,15,23,170,60,41.25033478,2019-02-01,Haringey
85,145,0,0,143,5,82,50,59,30,32,59,35,19,15,22,13,20,16,35,17,15,23,170,60,41.25033478,2019-02-01,Harrow
85,145,0,0,143,5,82,50,59,30,32,59,35,19,15,22,13,20,16,35,17,15,23,170,60,41.25033478,2019-02-01,Havering
85,145,0,0,143,5,82,50,59,30,32,59,35,19,15,22,13,20,16,35,17,15,23,170,60,41.25033478,2019-02-01,Hillingdon
85,145,0,0,143,5,82,50,59,30,32,59,35,19,15,22,13,20,16,35,17,15,23,170,60,41.25033478,2019-02-01,Hounslow
85,145,0,0,143,5,82,50,59,30,32,59,35,19,15,22,13,20,16,35,17,15,23,170,60,41.25033478,2019-02-01,Islington
85,145,0,0,143,5,82,50,59,30,32,59,35,19,15,22,13,20,16,35,17,15,23,170,60,41.25033478,2019-02-01,Kensington and Chelsea
85,145,0,0,143,5,82,50,59,30,32,59,35,19,15,22,13,20,16,35,17,15,23,170,60,41.25033478,2019-02-01,Kingston
85,145,0,0,143,5,82,50,59,30,32,59,35,19,15,22,13,20,16,35,17,15,23,170,60,41.25033478,2019-02-01,Lambeth
85,145,0,0,143,5,82,50,59,30,32,59,35,19,15,22,13,20,16,35,17,15,23,170,60,41.25033478,2019-02-01,Lewisham
85,145,0,0,143,5,82,50,59,30,32,59,35,19,15,22,13,20,16,35,17,15,23,170,60,41.25033478,2019-02-01,Merton
85,145,0,0,143,5,82,50,59,30,32,59,35,19,15,22,13,20,16,35,17,15,23,170,60,41.25033478,2019-02-01,Newham
85,145,0,0,143,5,82,50,59,30,32,59,35,19,15,22,13,20,16,35,17,15,23,170,60,41.25033478,2019-02-01,Redbridge
85,145,0,0,143,5,82,50,59,30,32,59,35,19,15,22,13,20,16,35,17,15,23,170,60,41.25033478,2019-02-01,Richmond
85,145,0,0,143,5,82,50,59,30,32,59,35,19,15,22,13,20,16,35,17,15,23,170,60,41.25033478,2019-02-01,Southwark
85,145,0,0,143,5,82,50,59,30,32,59,35,19,15,22,13,20,16,35,17,15,23,170,60,41.25033478,2019-02-01,Sutton
85,145,0,0,143,5,82,50,59,30,32,59,35,19,15,22,13,20,16,35,17,15,23,170,60,41.25033478,2019-02-01,Tower Hamlets
85,145,0,0,143,5,82,50,59,30,32,59,35,19,15,22,13,20,16,35,17,15,23,170,60,41.25033478,2019-02-01,Waltham Forest
85,145,0,0,143,5,82,50,59,30,32,59,35,19,15,22,13,20,16,35,17,15,23,170,60,41.25033478,2019-02-01,Wandsworth
81,156,0,0,145,7,85,48,65,24,36,64,38,19,15,22,14,20,19,37,18,14,21,163,74,40.23535021,2019-03-01,Barking and Dagenham
81,156,0,0,145,7,85,48,65,24,36,64,38,19,15,22,14,20,19,37,18,14,21,163,74,40.23535021,2019-03-01,Barnet
81,156,0,0,145,7,85,48,65,24,36,64,38,19,15,22,14,20,19,37,18,14,21,163,74,40.23535021,2019-03-01,Bexley
81,156,0,0,145,7,85,48,65,24,36,64,38,19,15,22,14,20,19,37,18,14,21,163,74,40.23535021,2019-03-01,Brent
81,156,0,0,145,7,85,48,65,24,36,64,38,19,15,22,14,20,19,37,18,14,21,163,74,40.23535021,2019-03-01,Bromley
81,156,0,0,145,7,85,48,65,24,36,64,38,19,15,22,14,20,19,37,18,14,21,163,74,40.23535021,2019-03-01,Camden
81,156,0,0,145,7,85,48,65,24,36,64,38,19,15,22,14,20,19,37,18,14,21,163,74,40.23535021,2019-03-01,Westminster
81,156,0,0,145,7,85,48,65,24,36,64,38,19,15,22,14,20,19,37,18,14,21,163,74,40.23535021,2019-03-01,Croydon
81,156,0,0,145,7,85,48,65,24,36,64,38,19,15,22,14,20,19,37,18,14,21,163,74,40.23535021,2019-03-01,Ealing
81,156,0,0,145,7,85,48,65,24,36,64,38,19,15,22,14,20,19,37,18,14,21,163,74,40.23535021,2019-03-01,Enfield
81,156,0,0,145,7,85,48,65,24,36,64,38,19,15,22,14,20,19,37,18,14,21,163,74,40.23535021,2019-03-01,Greenwich
81,156,0,0,145,7,85,48,65,24,36,64,38,19,15,22,14,20,19,37,18,14,21,163,74,40.23535021,2019-03-01,Hackney
81,156,0,0,145,7,85,48,65,24,36,64,38,19,15,22,14,20,19,37,18,14,21,163,74,40.23535021,2019-03-01,Hammersmith and Fulham
81,156,0,0,145,7,85,48,65,24,36,64,38,19,15,22,14,20,19,37,18,14,21,163,74,40.23535021,2019-03-01,Haringey
81,156,0,0,145,7,85,48,65,24,36,64,38,19,15,22,14,20,19,37,18,14,21,163,74,40.23535021,2019-03-01,Harrow
81,156,0,0,145,7,85,48,65,24,36,64,38,19,15,22,14,20,19,37,18,14,21,163,74,40.23535021,2019-03-01,Havering
81,156,0,0,145,7,85,48,65,24,36,64,38,19,15,22,14,20,19,37,18,14,21,163,74,40.23535021,2019-03-01,Hillingdon
81,156,0,0,145,7,85,48,65,24,36,64,38,19,15,22,14,20,19,37,18,14,21,163,74,40.23535021,2019-03-01,Hounslow
81,156,0,0,145,7,85,48,65,24,36,64,38,19,15,22,14,20,19,37,18,14,21,163,74,40.23535021,2019-03-01,Islington
81,156,0,0,145,7,85,48,65,24,36,64,38,19,15,22,14,20,19,37,18,14,21,163,74,40.23535021,2019-03-01,Kensington and Chelsea
81,156,0,0,145,7,85,48,65,24,36,64,38,19,15,22,14,20,19,37,18,14,21,163,74,40.23535021,2019-03-01,Kingston
81,156,0,0,145,7,85,48,65,24,36,64,38,19,15,22,14,20,19,37,18,14,21,163,74,40.23535021,2019-03-01,Lambeth
81,156,0,0,145,7,85,48,65,24,36,64,38,19,15,22,14,20,19,37,18,14,21,163,74,40.23535021,2019-03-01,Lewisham
81,156,0,0,145,7,85,48,65,24,36,64,38,19,15,22,14,20,19,37,18,14,21,163,74,40.23535021,2019-03-01,Merton
81,156,0,0,145,7,85,48,65,24,36,64,38,19,15,22,14,20,19,37,18,14,21,163,74,40.23535021,2019-03-01,Newham
81,156,0,0,145,7,85,48,65,24,36,64,38,19,15,22,14,20,19,37,18,14,21,163,74,40.23535021,2019-03-01,Redbridge
81,156,0,0,145,7,85,48,65,24,36,64,38,19,15,22,14,20,19,37,18,14,21,163,74,40.23535021,2019-03-01,Richmond
81,156,0,0,145,7,85,48,65,24,36,64,38,19,15,22,14,20,19,37,18,14,21,163,74,40.23535021,2019-03-01,Southwark
81,156,0,0,145,7,85,48,65,24,36,64,38,19,15,22,14,20,19,37,18,14,21,163,74,40.23535021,2019-03-01,Sutton
81,156,0,0,145,7,85,48,65,24,36,64,38,19,15,22,14,20,19,37,18,14,21,163,74,40.23535021,2019-03-01,Tower Hamlets
81,156,0,0,145,7,85,48,65,24,36,64,38,19,15,22,14,20,19,37,18,14,21,163,74,40.23535021,2019-03-01,Waltham Forest
81,156,0,0,145,7,85,48,65,24,36,64,38,19,15,22,14,20,19,37,18,14,21,163,74,40.23535021,2019-03-01,Wandsworth
87,151,0,0,140,6,92,52,62,26,37,61,30,19,12,20,16,25,21,39,19,15,22,173,65,42.94633613,2019-04-01,Barking and Dagenham
87,151,0,0,140,6,92,52,62,26,37,61,30,19,12,20,16,25,21,39,19,15,22,173,65,42.94633613,2019-04-01,Barnet
87,151,0,0,140,6,92,52,62,26,37,61,30,19,12,20,16,25,21,39,19,15,22,173,65,42.94633613,2019-04-01,Bexley
87,151,0,0,140,6,92,52,62,26,37,61,30,19,12,20,16,25,21,39,19,15,22,173,65,42.94633613,2019-04-01,Brent
87,151,0,0,140,6,92,52,62,26,37,61,30,19,12,20,16,25,21,39,19,15,22,173,65,42.94633613,2019-04-01,Bromley
87,151,0,0,140,6,92,52,62,26,37,61,30,19,12,20,16,25,21,39,19,15,22,173,65,42.94633613,2019-04-01,Camden
87,151,0,0,140,6,92,52,62,26,37,61,30,19,12,20,16,25,21,39,19,15,22,173,65,42.94633613,2019-04-01,Westminster
87,151,0,0,140,6,92,52,62,26,37,61,30,19,12,20,16,25,21,39,19,15,22,173,65,42.94633613,2019-04-01,Croydon
87,151,0,0,140,6,92,52,62,26,37,61,30,19,12,20,16,25,21,39,19,15,22,173,65,42.94633613,2019-04-01,Ealing
87,151,0,0,140,6,92,52,62,26,37,61,30,19,12,20,16,25,21,39,19,15,22,173,65,42.94633613,2019-04-01,Enfield
87,151,0,0,140,6,92,52,62,26,37,61,30,19,12,20,16,25,21,39,19,15,22,173,65,42.94633613,2019-04-01,Greenwich
87,151,0,0,140,6,92,52,62,26,37,61,30,19,12,20,16,25,21,39,19,15,22,173,65,42.94633613,2019-04-01,Hackney
87,151,0,0,140,6,92,52,62,26,37,61,30,19,12,20,16,25,21,39,19,15,22,173,65,42.94633613,2019-04-01,Hammersmith and Fulham
87,151,0,0,140,6,92,52,62,26,37,61,30,19,12,20,16,25,21,39,19,15,22,173,65,42.94633613,2019-04-01,Haringey
87,151,0,0,140,6,92,52,62,26,37,61,30,19,12,20,16,25,21,39,19,15,22,173,65,42.94633613,2019-04-01,Harrow
87,151,0,0,140,6,92,52,62,26,37,61,30,19,12,20,16,25,21,39,19,15,22,173,65,42.94633613,2019-04-01,Havering
87,151,0,0,140,6,92,52,62,26,37,61,30,19,12,20,16,25,21,39,19,15,22,173,65,42.94633613,2019-04-01,Hillingdon
87,151,0,0,140,6,92,52,62,26,37,61,30,19,12,20,16,25,21,39,19,15,22,173,65,42.94633613,2019-04-01,Hounslow
87,151,0,0,140,6,92,52,62,26,37,61,30,19,12,20,16,25,21,39,19,15,22,173,65,42.94633613,2019-04-01,Islington
87,151,0,0,140,6,92,52,62,26,37,61,30,19,12,20,16,25,21,39,19,15,22,173,65,42.94633613,2019-04-01,Kensington and Chelsea
87,151,0,0,140,6,92,52,62,26,37,61,30,19,12,20,16,25,21,39,19,15,22,173,65,42.94633613,2019-04-01,Kingston
87,151,0,0,140,6,92,52,62,26,37,61,30,19,12,20,16,25,21,39,19,15,22,173,65,42.94633613,2019-04-01,Lambeth
87,151,0,0,140,6,92,52,62,26,37,61,30,19,12,20,16,25,21,39,19,15,22,173,65,42.94633613,2019-04-01,Lewisham
87,151,0,0,140,6,92,52,62,26,37,61,30,19,12,20,16,25,21,39,19,15,22,173,65,42.94633613,2019-04-01,Merton
87,151,0,0,140,6,92,52,62,26,37,61,30,19,12,20,16,25,21,39,19,15,22,173,65,42.94633613,2019-04-01,Newham
87,151,0,0,140,6,92,52,62,26,37,61,30,19,12,20,16,25,21,39,19,15,22,173,65,42.94633613,2019-04-01,Redbridge
87,151,0,0,140,6,92,52,62,26,37,61,30,19,12,20,16,25,21,39,19,15,22,173,65,42.94633613,2019-04-01,Richmond
87,151,0,0,140,6,92,52,62,26,37,61,30,19,12,20,16,25,21,39,19,15,22,173,65,42.94633613,2019-04-01,Southwark
87,151,0,0,140,6,92,52,62,26,37,61,30,19,12,20,16,25,21,39,19,15,22,173,65,42.94633613,2019-04-01,Sutton
87,151,0,0,140,6,92,52,62,26,37,61,30,19,12,20,16,25,21,39,19,15,22,173,65,42.94633613,2019-04-01,Tower Hamlets
87,151,0,0,140,6,92,52,62,26,37,61,30,19,12,20,16,25,21,39,19,15,22,173,65,42.94633613,2019-04-01,Waltham Forest
87,151,0,0,140,6,92,52,62,26,37,61,30,19,12,20,16,25,21,39,19,15,22,173,65,42.94633613,2019-04-01,Wandsworth
89,149,2,0,147,7,86,44,62,33,39,62,38,16,14,20,15,18,20,39,20,17,23,171,69,43.16111667,2019-05-01,Barking and Dagenham
89,149,2,0,147,7,86,44,62,33,39,62,38,16,14,20,15,18,20,39,20,17,23,171,69,43.16111667,2019-05-01,Barnet
89,149,2,0,147,7,86,44,62,33,39,62,38,16,14,20,15,18,20,39,20,17,23,171,69,43.16111667,2019-05-01,Bexley
89,149,2,0,147,7,86,44,62,33,39,62,38,16,14,20,15,18,20,39,20,17,23,171,69,43.16111667,2019-05-01,Brent
89,149,2,0,147,7,86,44,62,33,39,62,38,16,14,20,15,18,20,39,20,17,23,171,69,43.16111667,2019-05-01,Bromley
89,149,2,0,147,7,86,44,62,33,39,62,38,16,14,20,15,18,20,39,20,17,23,171,69,43.16111667,2019-05-01,Camden
89,149,2,0,147,7,86,44,62,33,39,62,38,16,14,20,15,18,20,39,20,17,23,171,69,43.16111667,2019-05-01,Westminster
89,149,2,0,147,7,86,44,62,33,39,62,38,16,14,20,15,18,20,39,20,17,23,171,69,43.16111667,2019-05-01,Croydon
89,149,2,0,147,7,86,44,62,33,39,62,38,16,14,20,15,18,20,39,20,17,23,171,69,43.16111667,2019-05-01,Ealing
89,149,2,0,147,7,86,44,62,33,39,62,38,16,14,20,15,18,20,39,20,17,23,171,69,43.16111667,2019-05-01,Enfield
89,149,2,0,147,7,86,44,62,33,39,62,38,16,14,20,15,18,20,39,20,17,23,171,69,43.16111667,2019-05-01,Greenwich
89,149,2,0,147,7,86,44,62,33,39,62,38,16,14,20,15,18,20,39,20,17,23,171,69,43.16111667,2019-05-01,Hackney
89,149,2,0,147,7,86,44,62,33,39,62,38,16,14,20,15,18,20,39,20,17,23,171,69,43.16111667,2019-05-01,Hammersmith and Fulham
89,149,2,0,147,7,86,44,62,33,39,62,38,16,14,20,15,18,20,39,20,17,23,171,69,43.16111667,2019-05-01,Haringey
89,149,2,0,147,7,86,44,62,33,39,62,38,16,14,20,15,18,20,39,20,17,23,171,69,43.16111667,2019-05-01,Harrow
89,149,2,0,147,7,86,44,62,33,39,62,38,16,14,20,15,18,20,39,20,17,23,171,69,43.16111667,2019-05-01,Havering
89,149,2,0,147,7,86,44,62,33,39,62,38,16,14,20,15,18,20,39,20,17,23,171,69,43.16111667,2019-05-01,Hillingdon
89,149,2,0,147,7,86,44,62,33,39,62,38,16,14,20,15,18,20,39,20,17,23,171,69,43.16111667,2019-05-01,Hounslow
89,149,2,0,147,7,86,44,62,33,39,62,38,16,14,20,15,18,20,39,20,17,23,171,69,43.16111667,2019-05-01,Islington
89,149,2,0,147,7,86,44,62,33,39,62,38,16,14,20,15,18,20,39,20,17,23,171,69,43.16111667,2019-05-01,Kensington and Chelsea
89,149,2,0,147,7,86,44,62,33,39,62,38,16,14,20,15,18,20,39,20,17,23,171,69,43.16111667,2019-05-01,Kingston
89,149,2,0,147,7,86,44,62,33,39,62,38,16,14,20,15,18,20,39,20,17,23,171,69,43.16111667,2019-05-01,Lambeth
89,149,2,0,147,7,86,44,62,33,39,62,38,16,14,20,15,18,20,39,20,17,23,171,69,43.16111667,2019-05-01,Lewisham
89,149,2,0,147,7,86,44,62,33,39,62,38,16,14,20,15,18,20,39,20,17,23,171,69,43.16111667,2019-05-01,Merton
89,149,2,0,147,7,86,44,62,33,39,62,38,16,14,20,15,18,20,39,20,17,23,171,69,43.16111667,2019-05-01,Newham
89,149,2,0,147,7,86,44,62,33,39,62,38,16,14,20,15,18,20,39,20,17,23,171,69,43.16111667,2019-05-01,Redbridge
89,149,2,0,147,7,86,44,62,33,39,62,38,16,14,20,15,18,20,39,20,17,23,171,69,43.16111667,2019-05-01,Richmond
89,149,2,0,147,7,86,44,62,33,39,62,38,16,14,20,15,18,20,39,20,17,23,171,69,43.16111667,2019-05-01,Southwark
89,149,2,0,147,7,86,44,62,33,39,62,38,16,14,20,15,18,20,39,20,17,23,171,69,43.16111667,2019-05-01,Sutton
89,149,2,0,147,7,86,44,62,33,39,62,38,16,14,20,15,18,20,39,20,17,23,171,69,43.16111667,2019-05-01,Tower Hamlets
89,149,2,0,147,7,86,44,62,33,39,62,38,16,14,20,15,18,20,39,20,17,23,171,69,43.16111667,2019-05-01,Waltham Forest
89,149,2,0,147,7,86,44,62,33,39,62,38,16,14,20,15,18,20,39,20,17,23,171,69,43.16111667,2019-05-01,Wandsworth
87,140,1,0,142,6,80,47,56,28,35,62,35,17,13,18,14,20,21,39,14,14,23,165,63,40.80122807,2019-06-01,Barking and Dagenham
87,140,1,0,142,6,80,47,56,28,35,62,35,17,13,18,14,20,21,39,14,14,23,165,63,40.80122807,2019-06-01,Barnet
87,140,1,0,142,6,80,47,56,28,35,62,35,17,13,18,14,20,21,39,14,14,23,165,63,40.80122807,2019-06-01,Bexley
87,140,1,0,142,6,80,47,56,28,35,62,35,17,13,18,14,20,21,39,14,14,23,165,63,40.80122807,2019-06-01,Brent
87,140,1,0,142,6,80,47,56,28,35,62,35,17,13,18,14,20,21,39,14,14,23,165,63,40.80122807,2019-06-01,Bromley
87,140,1,0,142,6,80,47,56,28,35,62,35,17,13,18,14,20,21,39,14,14,23,165,63,40.80122807,2019-06-01,Camden
87,140,1,0,142,6,80,47,56,28,35,62,35,17,13,18,14,20,21,39,14,14,23,165,63,40.80122807,2019-06-01,Westminster
87,140,1,0,142,6,80,47,56,28,35,62,35,17,13,18,14,20,21,39,14,14,23,165,63,40.80122807,2019-06-01,Croydon
87,140,1,0,142,6,80,47,56,28,35,62,35,17,13,18,14,20,21,39,14,14,23,165,63,40.80122807,2019-06-01,Ealing
87,140,1,0,142,6,80,47,56,28,35,62,35,17,13,18,14,20,21,39,14,14,23,165,63,40.80122807,2019-06-01,Enfield
87,140,1,0,142,6,80,47,56,28,35,62,35,17,13,18,14,20,21,39,14,14,23,165,63,40.80122807,2019-06-01,Greenwich
87,140,1,0,142,6,80,47,56,28,35,62,35,17,13,18,14,20,21,39,14,14,23,165,63,40.80122807,2019-06-01,Hackney
87,140,1,0,142,6,80,47,56,28,35,62,35,17,13,18,14,20,21,39,14,14,23,165,63,40.80122807,2019-06-01,Hammersmith and Fulham
87,140,1,0,142,6,80,47,56,28,35,62,35,17,13,18,14,20,21,39,14,14,23,165,63,40.80122807,2019-06-01,Haringey
87,140,1,0,142,6,80,47,56,28,35,62,35,17,13,18,14,20,21,39,14,14,23,165,63,40.80122807,2019-06-01,Harrow
87,140,1,0,142,6,80,47,56,28,35,62,35,17,13,18,14,20,21,39,14,14,23,165,63,40.80122807,2019-06-01,Havering
87,140,1,0,142,6,80,47,56,28,35,62,35,17,13,18,14,20,21,39,14,14,23,165,63,40.80122807,2019-06-01,Hillingdon
87,140,1,0,142,6,80,47,56,28,35,62,35,17,13,18,14,20,21,39,14,14,23,165,63,40.80122807,2019-06-01,Hounslow
87,140,1,0,142,6,80,47,56,28,35,62,35,17,13,18,14,20,21,39,14,14,23,165,63,40.80122807,2019-06-01,Islington
87,140,1,0,142,6,80,47,56,28,35,62,35,17,13,18,14,20,21,39,14,14,23,165,63,40.80122807,2019-06-01,Kensington and Chelsea
87,140,1,0,142,6,80,47,56,28,35,62,35,17,13,18,14,20,21,39,14,14,23,165,63,40.80122807,2019-06-01,Kingston
87,140,1,0,142,6,80,47,56,28,35,62,35,17,13,18,14,20,21,39,14,14,23,165,63,40.80122807,2019-06-01,Lambeth
87,140,1,0,142,6,80,47,56,28,35,62,35,17,13,18,14,20,21,39,14,14,23,165,63,40.80122807,2019-06-01,Lewisham
87,140,1,0,142,6,80,47,56,28,35,62,35,17,13,18,14,20,21,39,14,14,23,165,63,40.80122807,2019-06-01,Merton
87,140,1,0,142,6,80,47,56,28,35,62,35,17,13,18,14,20,21,39,14,14,23,165,63,40.80122807,2019-06-01,Newham
87,140,1,0,142,6,80,47,56,28,35,62,35,17,13,18,14,20,21,39,14,14,23,165,63,40.80122807,2019-06-01,Redbridge
87,140,1,0,142,6,80,47,56,28,35,62,35,17,13,18,14,20,21,39,14,14,23,165,63,40.80122807,2019-06-01,Richmond
87,140,1,0,142,6,80,47,56,28,35,62,35,17,13,18,14,20,21,39,14,14,23,165,63,40.80122807,2019-06-01,Southwark
87,140,1,0,142,6,80,47,56,28,35,62,35,17,13,18,14,20,21,39,14,14,23,165,63,40.80122807,2019-06-01,Sutton
87,140,1,0,142,6,80,47,56,28,35,62,35,17,13,18,14,20,21,39,14,14,23,165,63,40.80122807,2019-06-01,Tower Hamlets
87,140,1,0,142,6,80,47,56,28,35,62,35,17,13,18,14,20,21,39,14,14,23,165,63,40.80122807,2019-06-01,Waltham Forest
87,140,1,0,142,6,80,47,56,28,35,62,35,17,13,18,14,20,21,39,14,14,23,165,63,40.80122807,2019-06-01,Wandsworth
90,148,0,0,151,8,79,50,58,29,38,63,34,17,12,23,13,21,17,41,20,17,23,172,66,40.59979412,2019-07-01,Barking and Dagenham
90,148,0,0,151,8,79,50,58,29,38,63,34,17,12,23,13,21,17,41,20,17,23,172,66,40.59979412,2019-07-01,Barnet
90,148,0,0,151,8,79,50,58,29,38,63,34,17,12,23,13,21,17,41,20,17,23,172,66,40.59979412,2019-07-01,Bexley
90,148,0,0,151,8,79,50,58,29,38,63,34,17,12,23,13,21,17,41,20,17,23,172,66,40.59979412,2019-07-01,Brent
90,148,0,0,151,8,79,50,58,29,38,63,34,17,12,23,13,21,17,41,20,17,23,172,66,40.59979412,2019-07-01,Bromley
90,148,0,0,151,8,79,50,58,29,38,63,34,17,12,23,13,21,17,41,20,17,23,172,66,40.59979412,2019-07-01,Camden
