Date,Borough,Abstraction Type_Aid,Abstraction Type_CAD,Abstraction Type_Court,Abstraction Type_Custody,Abstraction Type_Local Aid,Abstraction Type_Not Abstracted,Abstraction Type_Staffing Up,Abstraction Type_Training
2019-06-01,Barnet,13500.0,0.0,5100.0,0.0,6060.0,444880.0,0.0,11010.0
2019-06-01,Bexley,120.0,0.0,1320.0,0.0,16560.0,348210.0,0.0,6360.0
2019-06-01,Brent,10980.0,0.0,540.0,0.0,30836.0,308234.0,0.0,8820.0
2019-06-01,Bromley,23175.0,0.0,2520.0,0.0,60855.0,329641.0,960.0,4740.0
2019-06-01,Camden,4260.0,0.0,540.0,0.0,5760.0,344595.0,0.0,9960.0
2019-06-01,Croydon,29936.0,0.0,21270.0,0.0,45835.0,458397.0,2220.0,8520.0
2019-06-01,Ealing,2490.0,0.0,2520.0,0.0,9870.0,383546.0,0.0,5460.0
2019-06-01,Enfield,7740.0,0.0,1620.0,0.0,5580.0,456864.0,0.0,6030.0
2019-06-01,Greenwich,15510.0,0.0,4800.0,0.0,12780.0,274125.0,0.0,2520.0
2019-06-01,Hackney,13320.0,0.0,1080.0,0.0,9360.0,358760.0,540.0,20820.0
2019-06-01,Hammersmith And Fulham,0.0,0.0,3180.0,0.0,0.0,248805.0,2190.0,19110.0
2019-06-01,Haringey,11880.0,0.0,0.0,0.0,11400.0,388640.0,0.0,11190.0
2019-06-01,Harrow,3900.0,0.0,1080.0,0.0,4080.0,263700.0,0.0,2760.0
2019-06-01,Havering,1140.0,0.0,0.0,0.0,4560.0,224418.0,0.0,14940.0
2019-06-01,Hillingdon,11160.0,0.0,540.0,0.0,7920.0,245277.0,0.0,3120.0
2019-06-01,Hounslow,0.0,0.0,2130.0,0.0,10320.0,260372.0,0.0,4920.0
2019-06-01,Islington,540.0,0.0,0.0,0.0,17730.0,503155.0,0.0,17760.0
2019-06-01,Kensington And Chelsea,9180.0,0.0,3480.0,0.0,0.0,319615.0,2340.0,15480.0
2019-06-01,Kingston,1080.0,0.0,0.0,0.0,1320.0,234180.0,1200.0,8580.0
2019-06-01,Lambeth,8055.0,0.0,4740.0,0.0,14280.0,321705.0,0.0,16320.0
2019-06-01,Lewisham,10185.0,0.0,1620.0,0.0,32940.0,286185.0,0.0,7620.0
2019-06-01,Merton,4140.0,0.0,540.0,0.0,7560.0,327300.0,1200.0,8580.0
2019-06-01,Newham,480.0,0.0,570.0,0.0,4860.0,350325.0,0.0,13710.0
2019-06-01,Redbridge,510.0,0.0,540.0,540.0,15780.0,378905.0,0.0,18360.0
2019-06-01,Richmond,5280.0,0.0,0.0,0.0,15060.0,306067.0,1440.0,23100.0
2019-06-01,Southwark,7200.0,0.0,0.0,0.0,15960.0,383676.0,0.0,17160.0
2019-06-01,Sutton,4170.0,0.0,2100.0,0.0,17520.0,291268.0,1800.0,6900.0
2019-06-01,Tower Hamlets,2280.0,0.0,3120.0,0.0,9870.0,340795.0,0.0,6870.0
2019-06-01,Waltham Forest,1050.0,0.0,3000.0,0.0,4380.0,384250.0,0.0,14130.0
2019-06-01,Wandsworth,9150.0,0.0,2340.0,0.0,15690.0,314260.0,0.0,16440.0
2019-06-01,Westminster,4275.0,0.0,2640.0,0.0,20930.0,363707.0,540.0,16770.0
2019-07-01,Barking And Dagenham,540.0,0.0,0.0,1140.0,23160.0,352515.0,0.0,30000.0
2019-07-01,Barnet,2280.0,0.0,10110.0,0.0,17760.0,468900.0,0.0,21450.0
2019-07-01,Bexley,1140.0,540.0,4740.0,0.0,10500.0,348226.0,0.0,26460.0
2019-07-01,Brent,540.0,0.0,1320.0,0.0,0.0,382670.0,720.0,13500.0
2019-07-01,Bromley,1080.0,0.0,1140.0,0.0,65865.0,370642.0,0.0,17280.0
2019-07-01,Camden,2580.0,0.0,1380.0,0.0,8310.0,336440.0,0.0,20370.0
2019-07-01,Croydon,2760.0,0.0,7755.0,0.0,66480.0,552154.0,540.0,33270.0
2019-07-01,Ealing,5220.0,0.0,6780.0,0.0,1140.0,443888.0,0.0,23190.0
2019-07-01,Enfield,11190.0,0.0,1980.0,0.0,9300.0,429770.0,0.0,32880.0
2019-07-01,Greenwich,4320.0,0.0,3060.0,0.0,19140.0,290460.0,540.0,15450.0
2019-07-01,Hackney,5520.0,0.0,540.0,0.0,10260.0,381524.0,1680.0,27120.0
2019-07-01,Hammersmith And Fulham,0.0,0.0,2130.0,0.0,540.0,255495.0,0.0,18330.0
2019-07-01,Haringey,1500.0,0.0,1620.0,0.0,17160.0,395645.0,0.0,25620.0
2019-07-01,Harrow,4740.0,0.0,240.0,0.0,630.0,284100.0,0.0,7800.0
2019-07-01,Havering,600.0,0.0,1440.0,0.0,19200.0,272947.0,0.0,21750.0
2019-07-01,Hillingdon,12720.0,0.0,3180.0,0.0,3780.0,305634.0,0.0,18600.0
2019-07-01,Hounslow,4980.0,0.0,3060.0,0.0,6900.0,341084.0,540.0,10020.0
2019-07-01,Islington,1680.0,0.0,1140.0,0.0,15120.0,322052.0,0.0,22020.0
2019-07-01,Kensington And Chelsea,6360.0,0.0,2880.0,0.0,1380.0,359802.0,0.0,25920.0
2019-07-01,Kingston,7860.0,720.0,540.0,0.0,2580.0,240657.0,2160.0,6120.0
2019-07-01,Lambeth,3600.0,0.0,8280.0,0.0,37140.0,343960.0,0.0,28380.0
2019-07-01,Lewisham,1620.0,0.0,6720.0,0.0,21030.0,322525.0,0.0,19336.0
2019-07-01,Merton,10500.0,0.0,4320.0,0.0,5820.0,346252.0,0.0,5220.0
2019-07-01,Newham,120.0,0.0,1230.0,0.0,17910.0,406320.0,0.0,32640.0
2019-07-01,Redbridge,5760.0,0.0,0.0,720.0,11760.0,419430.0,480.0,36750.0
2019-07-01,Richmond,4200.0,0.0,5940.0,0.0,22410.0,303231.0,1680.0,28680.0
2019-07-01,Southwark,7440.0,3900.0,4260.0,0.0,5460.0,409485.0,2160.0,23220.0
2019-07-01,Sutton,540.0,0.0,1080.0,0.0,12600.0,316595.0,0.0,17910.0
2019-07-01,Tower Hamlets,1080.0,0.0,3240.0,0.0,3420.0,358965.0,0.0,20160.0
2019-07-01,Waltham Forest,0.0,0.0,2100.0,0.0,4380.0,382590.0,0.0,31980.0
2019-07-01,Wandsworth,6490.0,0.0,1560.0,0.0,25320.0,389395.0,0.0,7170.0
2019-07-01,Westminster,2580.0,0.0,3060.0,0.0,1140.0,391317.0,0.0,16710.0
2019-08-01,Barking And Dagenham,5835.0,0.0,0.0,0.0,14520.0,307170.0,0.0,10920.0
2019-08-01,Barnet,9300.0,0.0,2700.0,0.0,15660.0,477835.0,0.0,25020.0
2019-08-01,Bexley,11160.0,540.0,3000.0,0.0,2040.0,334215.0,2160.0,7560.0
2019-08-01,Brent,6720.0,0.0,1440.0,0.0,0.0,385621.0,0.0,5460.0
2019-08-01,Bromley,14310.0,0.0,1080.0,0.0,36390.0,381118.0,0.0,22620.0
2019-08-01,Camden,7680.0,0.0,3300.0,0.0,7215.0,323059.0,0.0,25380.0
2019-08-01,Croydon,15780.0,0.0,5985.0,0.0,46155.0,532742.0,1080.0,33840.0
2019-08-01,Ealing,24180.0,0.0,8340.0,0.0,10170.0,398380.0,540.0,22620.0
2019-08-01,Enfield,34410.0,0.0,1560.0,0.0,7425.0,440743.0,480.0,9120.0
2019-08-01,Greenwich,13305.0,0.0,2580.0,0.0,17130.0,270965.0,2340.0,15000.0
2019-08-01,Hackney,8700.0,0.0,2040.0,0.0,7920.0,365677.0,1680.0,16020.0
2019-08-01,Hammersmith And Fulham,5100.0,0.0,3240.0,0.0,3300.0,250125.0,1920.0,23250.0
2019-08-01,Haringey,16170.0,0.0,540.0,0.0,9528.0,393825.0,0.0,15420.0
2019-08-01,Harrow,9000.0,0.0,1080.0,0.0,5220.0,289140.0,0.0,4800.0
2019-08-01,Havering,5520.0,0.0,0.0,0.0,8460.0,291201.0,0.0,7800.0
2019-08-01,Hillingdon,36720.0,0.0,780.0,0.0,1740.0,308505.0,0.0,6390.0
2019-08-01,Hounslow,2565.0,0.0,0.0,0.0,0.0,320955.0,6720.0,15180.0
2019-08-01,Islington,12720.0,0.0,540.0,0.0,1200.0,298296.0,0.0,12120.0
2019-08-01,Kensington And Chelsea,13140.0,0.0,2280.0,0.0,0.0,366723.0,300.0,7890.0
2019-08-01,Kingston,10800.0,480.0,0.0,0.0,3300.0,239685.0,1200.0,6030.0
2019-08-01,Lambeth,15900.0,0.0,3255.0,0.0,32220.0,358555.0,0.0,16800.0
2019-08-01,Lewisham,17460.0,0.0,2580.0,0.0,11940.0,335292.0,540.0,11640.0
2019-08-01,Merton,7920.0,0.0,420.0,0.0,10140.0,353415.0,0.0,7500.0
2019-08-01,Newham,15840.0,540.0,480.0,0.0,0.0,445699.0,0.0,5580.0
2019-08-01,Redbridge,16245.0,0.0,0.0,0.0,27510.0,367185.0,0.0,9510.0
2019-08-01,Richmond,12180.0,0.0,960.0,0.0,6990.0,328515.0,0.0,23850.0
2019-08-01,Southwark,13320.0,0.0,2340.0,0.0,6030.0,384343.0,1500.0,10710.0
2019-08-01,Sutton,11640.0,0.0,960.0,0.0,2340.0,312390.0,0.0,19680.0
2019-08-01,Tower Hamlets,9030.0,0.0,420.0,0.0,5940.0,356910.0,0.0,17160.0
2019-08-01,Waltham Forest,11760.0,0.0,1620.0,0.0,10260.0,437855.0,540.0,5520.0
2019-08-01,Wandsworth,14520.0,0.0,3360.0,0.0,11010.0,358215.0,540.0,12990.0
2019-08-01,Westminster,10530.0,0.0,5040.0,0.0,4290.0,387739.0,0.0,9870.0
2019-09-01,Barking And Dagenham,0.0,0.0,1140.0,0.0,22920.0,314989.0,0.0,9990.0
2019-09-01,Barnet,600.0,720.0,2640.0,0.0,2760.0,479610.0,540.0,47340.0
2019-09-01,Bexley,7320.0,0.0,3720.0,0.0,11100.0,361065.0,0.0,12900.0
2019-09-01,Brent,960.0,0.0,0.0,0.0,540.0,404448.0,0.0,7500.0
2019-09-01,Bromley,16680.0,0.0,0.0,0.0,27615.0,409440.0,0.0,13680.0
2019-09-01,Camden,2760.0,0.0,2700.0,0.0,19422.0,404294.0,0.0,30750.0
2019-09-01,Croydon,28470.0,0.0,7500.0,0.0,60000.0,522660.0,1260.0,22170.0
2019-09-01,Ealing,5910.0,0.0,3645.0,0.0,15900.0,397000.0,0.0,27090.0
2019-09-01,Enfield,6060.0,0.0,540.0,0.0,6840.0,484824.0,0.0,4260.0
2019-09-01,Greenwich,2160.0,0.0,6360.0,0.0,17520.0,308670.0,0.0,7980.0
2019-09-01,Hackney,8280.0,0.0,2700.0,0.0,22890.0,393305.0,540.0,20250.0
2019-09-01,Hammersmith And Fulham,3090.0,0.0,3840.0,0.0,0.0,269295.0,0.0,23190.0
2019-09-01,Haringey,1920.0,0.0,0.0,0.0,4200.0,407999.0,0.0,11340.0
2019-09-01,Harrow,540.0,0.0,540.0,0.0,1080.0,303075.0,0.0,8340.0
2019-09-01,Havering,0.0,0.0,540.0,0.0,9960.0,295365.0,1740.0,10410.0
2019-09-01,Hillingdon,0.0,0.0,0.0,0.0,13470.0,299562.0,1080.0,17933.0
2019-09-01,Hounslow,3090.0,0.0,540.0,0.0,3960.0,320355.0,180.0,17760.0
2019-09-01,Islington,3360.0,0.0,2280.0,0.0,21218.0,376305.0,0.0,9570.0
2019-09-01,Kensington And Chelsea,1620.0,0.0,2160.0,0.0,3180.0,343160.0,1620.0,15180.0
2019-09-01,Kingston,3780.0,0.0,1080.0,0.0,12120.0,235985.0,600.0,1500.0
2019-09-01,Lambeth,3780.0,0.0,5025.0,0.0,23250.0,374945.0,1620.0,12780.0
2019-09-01,Lewisham,9990.0,0.0,540.0,0.0,11760.0,346726.0,540.0,17880.0
2019-09-01,Merton,2160.0,0.0,4380.0,0.0,3180.0,385695.0,0.0,16020.0
2019-09-01,Newham,5460.0,0.0,840.0,0.0,10170.0,462735.0,1800.0,20130.0
2019-09-01,Redbridge,7680.0,0.0,1050.0,0.0,10500.0,420437.0,0.0,12990.0
2019-09-01,Richmond,7140.0,0.0,1530.0,0.0,9015.0,337125.0,0.0,9360.0
2019-09-01,Southwark,3195.0,0.0,4410.0,0.0,5280.0,442805.0,1080.0,16230.0
2019-09-01,Sutton,11760.0,0.0,1080.0,0.0,45210.0,256605.0,0.0,13515.0
2019-09-01,Tower Hamlets,480.0,0.0,780.0,0.0,1620.0,359166.0,0.0,15225.0
2019-09-01,Waltham Forest,1560.0,1200.0,1470.0,0.0,3840.0,415696.0,2760.0,13650.0
2019-09-01,Wandsworth,6660.0,0.0,2220.0,0.0,22020.0,320885.0,0.0,40440.0
2019-09-01,Westminster,3780.0,0.0,2160.0,0.0,2700.0,495118.0,1140.0,15150.0
2019-10-01,Barking And Dagenham,21600.0,0.0,60.0,0.0,72900.0,308037.0,8820.0,11460.0
2019-10-01,Barnet,10440.0,960.0,10140.0,0.0,31350.0,506535.0,4320.0,16650.0
2019-10-01,Bexley,17370.0,1140.0,2100.0,0.0,54000.0,342660.0,6240.0,20160.0
2019-10-01,Brent,5640.0,2220.0,4740.0,0.0,18540.0,416840.0,3420.0,11310.0
2019-10-01,Bromley,34320.0,0.0,2340.0,0.0,35085.0,430677.0,8640.0,21540.0
2019-10-01,Camden,12660.0,0.0,2220.0,0.0,33492.0,468254.0,7470.0,26250.0
2019-10-01,Croydon,15840.0,0.0,1080.0,0.0,47100.0,643474.0,16260.0,39510.0
2019-10-01,Ealing,32850.0,0.0,3960.0,0.0,12900.0,417802.0,720.0,51210.0
2019-10-01,Enfield,30180.0,0.0,3120.0,0.0,43020.0,453630.0,12285.0,29490.0
2019-10-01,Greenwich,10560.0,0.0,540.0,0.0,32820.0,341225.0,1620.0,22770.0
2019-10-01,Hackney,43860.0,0.0,540.0,0.0,31452.0,415643.0,16380.0,55860.0
2019-10-01,Hammersmith And Fulham,27960.0,0.0,6690.0,0.0,900.0,315435.0,2160.0,28830.0
2019-10-01,Haringey,22530.0,0.0,8340.0,0.0,45480.0,351870.0,8370.0,28320.0
2019-10-01,Harrow,8550.0,0.0,1050.0,0.0,5040.0,370770.0,0.0,12240.0
2019-10-01,Havering,18180.0,0.0,540.0,0.0,71790.0,287540.0,8700.0,8070.0
2019-10-01,Hillingdon,15660.0,0.0,1260.0,0.0,2568.0,329208.0,1440.0,29370.0
2019-10-01,Hounslow,16590.0,0.0,2520.0,0.0,0.0,332951.0,2160.0,22560.0
2019-10-01,Islington,13830.0,0.0,3060.0,0.0,17520.0,472152.0,9750.0,28710.0
2019-10-01,Kensington And Chelsea,22680.0,0.0,2580.0,0.0,5280.0,352145.0,720.0,28350.0
2019-10-01,Kingston,19650.0,0.0,480.0,0.0,7740.0,220365.0,0.0,22860.0
2019-10-01,Lambeth,37935.0,0.0,6240.0,0.0,22380.0,384793.0,3210.0,24390.0
2019-10-01,Lewisham,35430.0,0.0,4740.0,0.0,35790.0,296410.0,8220.0,34860.0
2019-10-01,Merton,19320.0,0.0,540.0,0.0,4200.0,368340.0,1020.0,26670.0
2019-10-01,Newham,44370.0,0.0,2520.0,0.0,24720.0,482285.0,3960.0,18960.0
2019-10-01,Redbridge,32640.0,0.0,540.0,0.0,134220.0,315394.0,16530.0,11295.0
2019-10-01,Richmond,23970.0,0.0,2220.0,0.0,7080.0,285780.0,720.0,21390.0
2019-10-01,Southwark,25110.0,0.0,2760.0,0.0,35115.0,462233.0,7560.0,12930.0
2019-10-01,Sutton,15600.0,0.0,120.0,0.0,14850.0,328112.0,11370.0,12450.0
2019-10-01,Tower Hamlets,11835.0,0.0,1380.0,0.0,41040.0,340799.0,17190.0,29910.0
2019-10-01,Waltham Forest,22230.0,0.0,3960.0,0.0,49170.0,378618.0,600.0,29610.0
2019-10-01,Wandsworth,22560.0,0.0,240.0,0.0,9180.0,379650.0,1200.0,27120.0
2019-10-01,Westminster,53760.0,0.0,4380.0,0.0,4380.0,561480.0,0.0,29550.0
2019-11-01,Barking And Dagenham,15210.0,0.0,1020.0,0.0,80610.0,286485.0,540.0,18960.0
2019-11-01,Barnet,7860.0,0.0,6870.0,0.0,15330.0,521415.0,0.0,40620.0
2019-11-01,Bexley,2100.0,0.0,1680.0,0.0,37710.0,366000.0,0.0,30870.0
2019-11-01,Brent,0.0,0.0,3720.0,0.0,4020.0,442260.0,0.0,28380.0
2019-11-01,Bromley,11580.0,0.0,1680.0,0.0,64500.0,467615.0,2700.0,16710.0
2019-11-01,Camden,1384.0,0.0,2820.0,0.0,30450.0,487099.0,0.0,30840.0
2019-11-01,Croydon,8670.0,0.0,5880.0,0.0,64440.0,657580.0,2220.0,32910.0
2019-11-01,Ealing,14490.0,0.0,3960.0,0.0,13020.0,428649.0,0.0,24510.0
2019-11-01,Enfield,21840.0,0.0,4680.0,0.0,39360.0,499336.0,0.0,29550.0
2019-11-01,Greenwich,10920.0,0.0,1320.0,0.0,30840.0,331149.0,0.0,18960.0
2019-11-01,Hackney,2160.0,0.0,2040.0,0.0,28170.0,476535.0,0.0,41910.0
2019-11-01,Hammersmith And Fulham,1440.0,0.0,1620.0,0.0,1080.0,333709.0,0.0,31320.0
2019-11-01,Haringey,39660.0,1140.0,3780.0,0.0,29400.0,392129.0,0.0,4080.0
2019-11-01,Harrow,0.0,0.0,2280.0,0.0,23520.0,349760.0,0.0,19980.0
2019-11-01,Havering,14910.0,0.0,0.0,0.0,69540.0,320875.0,1080.0,5880.0
2019-11-01,Hillingdon,9225.0,0.0,480.0,0.0,4320.0,354840.0,0.0,6330.0
2019-11-01,Hounslow,4620.0,0.0,3090.0,0.0,600.0,341161.0,2340.0,14370.0
2019-11-01,Islington,4980.0,0.0,540.0,0.0,33690.0,500812.0,0.0,31200.0
2019-11-01,Kensington And Chelsea,0.0,0.0,2640.0,0.0,4200.0,383121.0,0.0,27000.0
2019-11-01,Kingston,8040.0,0.0,3060.0,0.0,22290.0,264300.0,0.0,4860.0
2019-11-01,Lambeth,3720.0,0.0,4800.0,0.0,44280.0,376342.0,1080.0,24720.0
2019-11-01,Lewisham,7020.0,0.0,2700.0,540.0,18000.0,338745.0,7140.0,25470.0
2019-11-01,Merton,2160.0,0.0,3090.0,0.0,9810.0,373065.0,0.0,13620.0
2019-11-01,Newham,300.0,0.0,1380.0,0.0,51847.0,531726.0,540.0,22410.0
2019-11-01,Redbridge,6630.0,0.0,1830.0,0.0,39300.0,448660.0,0.0,12780.0
2019-11-01,Richmond,9060.0,0.0,1020.0,0.0,21360.0,306233.0,0.0,21225.0
2019-11-01,Southwark,8040.0,0.0,1080.0,0.0,81495.0,430134.0,3240.0,23430.0
2019-11-01,Sutton,2580.0,0.0,540.0,0.0,34530.0,335505.0,0.0,19380.0
2019-11-01,Tower Hamlets,240.0,0.0,4770.0,0.0,42600.0,372450.0,0.0,29112.0
2019-11-01,Waltham Forest,690.0,0.0,4830.0,0.0,36750.0,436395.0,0.0,7530.0
2019-11-01,Wandsworth,7860.0,0.0,1080.0,0.0,15210.0,405960.0,0.0,27420.0
2019-11-01,Westminster,20400.0,0.0,3390.0,0.0,1680.0,593164.0,0.0,23130.0
2019-12-01,Barking And Dagenham,21630.0,0.0,960.0,0.0,33930.0,279460.0,4800.0,20760.0
2019-12-01,Barnet,30930.0,0.0,4320.0,0.0,24300.0,423305.0,1890.0,59490.0
2019-12-01,Bexley,19980.0,0.0,870.0,0.0,14760.0,346165.0,0.0,19260.0
2019-12-01,Brent,41070.0,0.0,3090.0,0.0,6480.0,365235.0,540.0,15930.0
2019-12-01,Bromley,33240.0,0.0,3240.0,0.0,52890.0,371229.0,540.0,35475.0
2019-12-01,Camden,33420.0,0.0,540.0,0.0,26220.0,426555.0,540.0,26610.0
2019-12-01,Croydon,41970.0,0.0,1800.0,0.0,94179.0,449674.0,2160.0,47820.0
2019-12-01,Ealing,30060.0,0.0,1380.0,0.0,5400.0,363922.0,0.0,26280.0
2019-12-01,Enfield,68070.0,3780.0,1620.0,0.0,35520.0,390869.0,3240.0,31500.0
2019-12-01,Greenwich,10740.0,0.0,150.0,0.0,6960.0,344819.0,1140.0,23610.0
2019-12-01,Hackney,24270.0,0.0,0.0,0.0,42480.0,328890.0,2160.0,30450.0
2019-12-01,Hammersmith And Fulham,12090.0,0.0,2580.0,0.0,0.0,307820.0,720.0,31980.0
2019-12-01,Haringey,43980.0,1080.0,540.0,0.0,16380.0,330005.0,4800.0,18000.0
2019-12-01,Harrow,27390.0,0.0,0.0,0.0,3780.0,337816.0,0.0,14340.0
2019-12-01,Havering,17520.0,0.0,540.0,0.0,31980.0,324434.0,540.0,21900.0
2019-12-01,Hillingdon,24600.0,0.0,1320.0,0.0,4620.0,310640.0,2160.0,32040.0
2019-12-01,Hounslow,26940.0,0.0,4560.0,0.0,2820.0,311535.0,540.0,23250.0
2019-12-01,Islington,31950.0,0.0,1920.0,0.0,14670.0,487428.0,540.0,31560.0
2019-12-01,Kensington And Chelsea,4620.0,0.0,1320.0,0.0,2160.0,343975.0,1260.0,10800.0
2019-12-01,Kingston,14640.0,0.0,0.0,0.0,35250.0,219650.0,2820.0,4860.0
2019-12-01,Lambeth,36540.0,0.0,1440.0,0.0,43470.0,326020.0,3240.0,21660.0
2019-12-01,Lewisham,20715.0,0.0,1320.0,0.0,9240.0,341082.0,1620.0,29340.0
2019-12-01,Merton,11580.0,0.0,0.0,0.0,2760.0,348030.0,11280.0,11220.0
2019-12-01,Newham,35160.0,0.0,3060.0,0.0,11400.0,464715.0,480.0,18900.0
2019-12-01,Redbridge,27960.0,0.0,1080.0,0.0,71490.0,348029.0,3570.0,29100.0
2019-12-01,Richmond,21900.0,0.0,300.0,0.0,3240.0,263941.0,6120.0,10740.0
2019-12-01,Southwark,42450.0,0.0,1560.0,480.0,35070.0,392090.0,1020.0,38400.0
2019-12-01,Sutton,19230.0,0.0,0.0,0.0,35370.0,297251.0,540.0,23640.0
2019-12-01,Tower Hamlets,16800.0,0.0,1080.0,0.0,36900.0,299790.0,5340.0,27600.0
2019-12-01,Waltham Forest,10500.0,0.0,3420.0,0.0,8520.0,372930.0,3600.0,24990.0
2019-12-01,Wandsworth,20070.0,0.0,1740.0,0.0,17250.0,346815.0,4740.0,34710.0
2019-12-01,Westminster,25560.0,0.0,1620.0,0.0,0.0,434792.0,1800.0,7800.0
2020-01-01,Barking And Dagenham,1770.0,0.0,0.0,0.0,6150.0,400087.0,0.0,15180.0
2020-01-01,Barnet,540.0,0.0,4740.0,0.0,5100.0,560531.0,0.0,9720.0
2020-01-01,Bexley,540.0,0.0,2160.0,0.0,19380.0,414869.0,0.0,6240.0
2020-01-01,Brent,540.0,0.0,1980.0,0.0,4020.0,501164.0,0.0,3240.0
2020-01-01,Bromley,15570.0,0.0,4590.0,0.0,34860.0,499266.0,0.0,34830.0
2020-01-01,Camden,2160.0,0.0,2520.0,0.0,18900.0,555753.0,0.0,29760.0
2020-01-01,Croydon,6960.0,0.0,6000.0,0.0,47970.0,612075.0,0.0,53490.0
2020-01-01,Ealing,2370.0,0.0,7890.0,0.0,5985.0,493396.0,0.0,15030.0
2020-01-01,Enfield,7260.0,0.0,2760.0,0.0,73725.0,526994.0,0.0,37890.0
2020-01-01,Greenwich,2100.0,540.0,2820.0,0.0,6060.0,446460.0,0.0,12600.0
2020-01-01,Hackney,2190.0,0.0,1080.0,0.0,5940.0,472508.0,0.0,10440.0
2020-01-01,Hammersmith And Fulham,540.0,0.0,2340.0,0.0,0.0,344450.0,0.0,30240.0
2020-01-01,Haringey,4320.0,0.0,5370.0,0.0,56040.0,405160.0,0.0,14790.0
2020-01-01,Harrow,3960.0,0.0,1140.0,0.0,4860.0,436835.0,0.0,4800.0
2020-01-01,Havering,1140.0,0.0,6240.0,0.0,10230.0,392150.0,0.0,14280.0
2020-01-01,Hillingdon,4875.0,0.0,1260.0,0.0,16080.0,412375.0,0.0,15720.0
2020-01-01,Hounslow,540.0,0.0,2820.0,0.0,23460.0,402185.0,0.0,14520.0
2020-01-01,Islington,1620.0,0.0,2220.0,0.0,13530.0,491401.0,0.0,41430.0
2020-01-01,Kensington And Chelsea,0.0,1620.0,2160.0,0.0,0.0,356419.0,0.0,31830.0
2020-01-01,Kingston,8520.0,0.0,3960.0,0.0,5580.0,267375.0,0.0,34890.0
2020-01-01,Lambeth,540.0,540.0,4440.0,0.0,21210.0,426357.0,6540.0,26040.0
2020-01-01,Lewisham,7320.0,0.0,540.0,0.0,4380.0,444421.0,4920.0,15240.0
2020-01-01,Merton,540.0,0.0,3165.0,0.0,0.0,408720.0,0.0,10320.0
2020-01-01,Newham,1920.0,540.0,5700.0,0.0,17400.0,558809.0,0.0,22860.0
2020-01-01,Redbridge,3465.0,0.0,4020.0,0.0,5760.0,521040.0,0.0,20580.0
2020-01-01,Richmond,7260.0,0.0,1140.0,0.0,1080.0,367155.0,0.0,9000.0
2020-01-01,Southwark,5040.0,0.0,3510.0,0.0,21900.0,547455.0,0.0,17520.0
2020-01-01,Sutton,1560.0,0.0,2340.0,0.0,19170.0,367920.0,0.0,27900.0
2020-01-01,Tower Hamlets,0.0,0.0,4200.0,0.0,16560.0,398397.0,0.0,29460.0
2020-01-01,Waltham Forest,0.0,0.0,5520.0,0.0,0.0,472920.0,0.0,8040.0
2020-01-01,Wandsworth,7350.0,0.0,3120.0,0.0,5220.0,461590.0,0.0,32220.0
2020-01-01,Westminster,1830.0,0.0,3690.0,0.0,0.0,486506.0,0.0,18630.0
2020-02-01,Barking And Dagenham,600.0,2160.0,1080.0,0.0,6000.0,389690.0,900.0,11565.0
2020-02-01,Barnet,5250.0,0.0,4650.0,0.0,7230.0,490671.0,0.0,34740.0
2020-02-01,Bexley,1080.0,0.0,900.0,0.0,2280.0,373000.0,0.0,7560.0
2020-02-01,Brent,600.0,0.0,3960.0,0.0,0.0,441150.0,0.0,18360.0
2020-02-01,Bromley,19950.0,0.0,3600.0,0.0,17010.0,427756.0,2700.0,52290.0
2020-02-01,Camden,1860.0,0.0,2430.0,0.0,33660.0,487159.0,0.0,30600.0
2020-02-01,Croydon,17400.0,0.0,960.0,0.0,40740.0,505995.0,1080.0,67410.0
2020-02-01,Ealing,1620.0,0.0,3420.0,0.0,4500.0,435024.0,0.0,22800.0
2020-02-01,Enfield,2520.0,0.0,0.0,0.0,61470.0,460883.0,0.0,48630.0
2020-02-01,Greenwich,8760.0,0.0,2700.0,0.0,660.0,382730.0,0.0,16050.0
2020-02-01,Hackney,540.0,0.0,1560.0,0.0,0.0,408601.0,0.0,25110.0
2020-02-01,Hammersmith And Fulham,1740.0,0.0,4440.0,0.0,1440.0,334142.0,0.0,33540.0
2020-02-01,Haringey,480.0,0.0,540.0,0.0,35550.0,346290.0,0.0,43080.0
2020-02-01,Harrow,3300.0,0.0,4680.0,0.0,15480.0,385140.0,0.0,30810.0
2020-02-01,Havering,2670.0,1320.0,1830.0,0.0,7800.0,362378.0,1080.0,7440.0
2020-02-01,Hillingdon,0.0,0.0,1620.0,0.0,1200.0,379573.0,0.0,13660.0
2020-02-01,Hounslow,0.0,0.0,3240.0,0.0,19890.0,356475.0,0.0,23610.0
2020-02-01,Islington,2340.0,0.0,2220.0,0.0,6840.0,488440.0,0.0,28320.0
2020-02-01,Kensington And Chelsea,0.0,0.0,2790.0,0.0,2970.0,347660.0,0.0,10560.0
2020-02-01,Kingston,5640.0,0.0,7740.0,0.0,11010.0,244095.0,0.0,12630.0
2020-02-01,Lambeth,3120.0,0.0,6450.0,0.0,24720.0,401004.0,2160.0,26946.0
2020-02-01,Lewisham,3060.0,0.0,3000.0,0.0,7020.0,445958.0,540.0,16650.0
2020-02-01,Merton,0.0,0.0,2520.0,0.0,5385.0,370186.0,0.0,18120.0
2020-02-01,Newham,1620.0,2820.0,960.0,0.0,5100.0,489540.0,0.0,26220.0
