Date,Borough,Rank Constable,Rank PSCO
2022-01-01,Barnet,1716.0,72249.0
2022-01-01,Bexley,219.0,500868.0
2022-01-01,Brent,2141.0,159738.0
2022-01-01,Bromley,43.0,227894.0
2022-01-01,Camden,54.0,163505.0
2022-01-01,Croydon,37683.0,86127.0
2022-01-01,Ealing,67.0,18.0
2022-01-01,Enfield,19608.0,88904.0
2022-01-01,Greenwich,1666.0,231343.0
2022-01-01,Hackney,281.0,243767.0
2022-01-01,Hammersmith And Fulham,210.0,8.0
2022-01-01,Haringey,41.0,13.0
2022-01-01,Harrow,358809.0,83349.0
2022-01-01,Havering,237368.0,159292.0
2022-01-01,Hillingdon,20494.0,227789.0
2022-01-01,Hounslow,251188.0,81428.0
2022-01-01,Islington,3499.0,30.0
2022-01-01,Kensington And Chelsea,18424.0,240395.0
2022-01-01,Kingston,27470.0,140535.0
2022-01-01,Lambeth,45.0,142377.0
2022-01-01,Lewisham,27.0,447430.0
2022-01-01,Merton,2834.0,348505.0
2022-01-01,Newham,220.0,254874.0
2022-01-01,Redbridge,263181.0,72499.0
2022-01-01,Richmond,9912.0,251787.0
2022-01-01,Southwark,49.0,15.0
2022-01-01,Sutton,44.0,471763.0
2022-01-01,Tower Hamlets,39.0,289152.0
2022-01-01,Waltham Forest,58.0,19.0
2022-01-01,Wandsworth,1639.0,393069.0
2022-01-01,Westminster,49.0,888229.0
2022-02-01,Barking And Dagenham,5641.0,254151.0
2022-02-01,Barnet,1871.0,72249.0
2022-02-01,Bexley,225.0,500868.0
2022-02-01,Brent,2141.0,159738.0
2022-02-01,Bromley,40.0,227893.0
2022-02-01,Camden,51.0,163505.0
2022-02-01,Croydon,37684.0,86127.0
2022-02-01,Ealing,66.0,18.0
2022-02-01,Enfield,31.0,88905.0
2022-02-01,Greenwich,1674.0,274927.0
2022-02-01,Hackney,387.0,243767.0
2022-02-01,Hammersmith And Fulham,308.0,8.0
2022-02-01,Haringey,38.0,13.0
2022-02-01,Harrow,358808.0,83349.0
2022-02-01,Havering,237369.0,159292.0
2022-02-01,Hillingdon,20394.0,227789.0
2022-02-01,Hounslow,485.0,81428.0
2022-02-01,Islington,3500.0,30.0
2022-02-01,Kensington And Chelsea,18422.0,163064.0
2022-02-01,Kingston,27469.0,140535.0
2022-02-01,Lambeth,1691.0,142377.0
2022-02-01,Lewisham,32.0,422236.0
2022-02-01,Merton,2932.0,348430.0
2022-02-01,Newham,219.0,254874.0
2022-02-01,Redbridge,263184.0,72499.0
2022-02-01,Richmond,9906.0,251787.0
2022-02-01,Southwark,41.0,14.0
2022-02-01,Sutton,43.0,471763.0
2022-02-01,Tower Hamlets,44.0,289151.0
2022-02-01,Waltham Forest,61.0,19.0
2022-02-01,Wandsworth,314.0,393069.0
2022-02-01,Westminster,48.0,788230.0
2022-03-01,Barking And Dagenham,5639.0,254166.0
2022-03-01,Barnet,1870.0,72249.0
2022-03-01,Bexley,226.0,500868.0
2022-03-01,Brent,2139.0,159738.0
2022-03-01,Bromley,40.0,217559.0
2022-03-01,Camden,49.0,163505.0
2022-03-01,Croydon,37680.0,86127.0
2022-03-01,Ealing,66.0,18.0
2022-03-01,Enfield,35.0,88905.0
2022-03-01,Greenwich,1680.0,275344.0
2022-03-01,Hackney,128.0,243767.0
2022-03-01,Hammersmith And Fulham,308.0,8.0
2022-03-01,Haringey,40.0,12.0
2022-03-01,Harrow,293.0,83350.0
2022-03-01,Havering,253338.0,159292.0
2022-03-01,Hillingdon,20386.0,227789.0
2022-03-01,Hounslow,385.0,69455.0
2022-03-01,Islington,4498.0,30.0
2022-03-01,Kensington And Chelsea,18322.0,163064.0
2022-03-01,Kingston,2988.0,140535.0
2022-03-01,Lambeth,1704.0,142377.0
2022-03-01,Lewisham,38.0,422237.0
2022-03-01,Merton,2962.0,443739.0
2022-03-01,Newham,258.0,254874.0
2022-03-01,Redbridge,163181.0,72494.0
2022-03-01,Richmond,9906.0,251787.0
2022-03-01,Southwark,36.0,13.0
2022-03-01,Sutton,39.0,471763.0
2022-03-01,Tower Hamlets,45.0,191883.0
2022-03-01,Waltham Forest,65.0,20.0
2022-03-01,Wandsworth,312.0,393069.0
2022-03-01,Westminster,43.0,788230.0
2022-04-01,Barking And Dagenham,5642.0,254166.0
2022-04-01,Barnet,1870.0,72249.0
2022-04-01,Bexley,226.0,509013.0
2022-04-01,Brent,2143.0,159738.0
2022-04-01,Bromley,40.0,288385.0
2022-04-01,Camden,35.0,163505.0
2022-04-01,Croydon,27683.0,86126.0
2022-04-01,Ealing,65.0,19.0
2022-04-01,Enfield,35.0,88905.0
2022-04-01,Greenwich,1679.0,275344.0
2022-04-01,Hackney,130.0,97448.0
2022-04-01,Hammersmith And Fulham,310.0,8.0
2022-04-01,Haringey,39.0,14.0
2022-04-01,Harrow,393.0,55572.0
2022-04-01,Havering,253342.0,159292.0
2022-04-01,Hillingdon,20459.0,227789.0
2022-04-01,Hounslow,381.0,69455.0
2022-04-01,Islington,4498.0,30.0
2022-04-01,Kensington And Chelsea,18421.0,163063.0
2022-04-01,Kingston,2988.0,140536.0
2022-04-01,Lambeth,1704.0,123904.0
2022-04-01,Lewisham,39.0,422237.0
2022-04-01,Merton,19312.0,443734.0
2022-04-01,Newham,110.0,254874.0
2022-04-01,Redbridge,163180.0,139161.0
2022-04-01,Richmond,9905.0,251787.0
2022-04-01,Southwark,35.0,13.0
2022-04-01,Sutton,35.0,471763.0
2022-04-01,Tower Hamlets,43.0,191883.0
2022-04-01,Waltham Forest,69.0,19.0
2022-04-01,Wandsworth,312.0,393069.0
2022-04-01,Westminster,44.0,788230.0
2022-05-01,Barking And Dagenham,28812.0,335555.0
2022-05-01,Barnet,218.0,347155.0
2022-05-01,Bexley,227.0,509013.0
2022-05-01,Brent,332.0,159739.0
2022-05-01,Bromley,40.0,288385.0
2022-05-01,Camden,27.0,163505.0
2022-05-01,Croydon,27679.0,86126.0
2022-05-01,Ealing,67.0,21.0
2022-05-01,Enfield,43.0,88906.0
2022-05-01,Greenwich,2682.0,275344.0
2022-05-01,Hackney,120.0,97448.0
2022-05-01,Hammersmith And Fulham,309.0,8.0
2022-05-01,Haringey,47.0,13.0
2022-05-01,Harrow,393.0,17.0
2022-05-01,Havering,416095.0,77903.0
2022-05-01,Hillingdon,70761.0,227789.0
2022-05-01,Hounslow,497.0,69455.0
2022-05-01,Islington,2739.0,30.0
2022-05-01,Kensington And Chelsea,18419.0,163063.0
2022-05-01,Kingston,4021.0,140536.0
2022-05-01,Lambeth,5364.0,123904.0
2022-05-01,Lewisham,41.0,422237.0
2022-05-01,Merton,6430.0,443734.0
2022-05-01,Newham,103.0,248847.0
2022-05-01,Redbridge,163179.0,72495.0
2022-05-01,Richmond,19903.0,251787.0
2022-05-01,Southwark,43.0,13.0
2022-05-01,Sutton,35.0,471763.0
2022-05-01,Tower Hamlets,44.0,191883.0
2022-05-01,Waltham Forest,65.0,19.0
2022-05-01,Wandsworth,47.0,393069.0
2022-05-01,Westminster,47.0,788230.0
2022-06-01,Barking And Dagenham,193382.0,335555.0
2022-06-01,Barnet,320.0,547153.0
2022-06-01,Bexley,230.0,509013.0
2022-06-01,Brent,2876.0,159739.0
2022-06-01,Bromley,40.0,288384.0
2022-06-01,Camden,32.0,163505.0
2022-06-01,Croydon,37675.0,86128.0
2022-06-01,Ealing,64.0,20.0
2022-06-01,Enfield,48.0,88906.0
2022-06-01,Greenwich,2680.0,275344.0
2022-06-01,Hackney,119.0,97448.0
2022-06-01,Hammersmith And Fulham,307.0,10.0
2022-06-01,Haringey,52.0,13.0
2022-06-01,Harrow,395.0,17.0
2022-06-01,Havering,416095.0,77903.0
2022-06-01,Hillingdon,70760.0,227789.0
2022-06-01,Hounslow,495.0,69455.0
2022-06-01,Islington,2741.0,30.0
2022-06-01,Kensington And Chelsea,182530.0,212398.0
2022-06-01,Kingston,3053.0,140536.0
2022-06-01,Lambeth,5361.0,123904.0
2022-06-01,Lewisham,41.0,422237.0
2022-06-01,Merton,6432.0,417068.0
2022-06-01,Newham,105.0,248847.0
2022-06-01,Redbridge,163176.0,72495.0
2022-06-01,Richmond,19901.0,251787.0
2022-06-01,Southwark,44.0,14.0
2022-06-01,Sutton,33.0,541207.0
2022-06-01,Tower Hamlets,42.0,191883.0
2022-06-01,Waltham Forest,64.0,19.0
2022-06-01,Wandsworth,46.0,177515.0
2022-06-01,Westminster,48.0,166676.0
2022-07-01,Barking And Dagenham,188757.0,335556.0
2022-07-01,Barnet,320.0,547153.0
2022-07-01,Bexley,429.0,509014.0
2022-07-01,Brent,2878.0,159738.0
2022-07-01,Bromley,41.0,288385.0
2022-07-01,Camden,33.0,163505.0
2022-07-01,Croydon,37682.0,86131.0
2022-07-01,Ealing,88.0,21.0
2022-07-01,Enfield,49.0,88906.0
2022-07-01,Greenwich,2682.0,275344.0
2022-07-01,Hackney,124.0,97448.0
2022-07-01,Hammersmith And Fulham,307.0,12.0
2022-07-01,Haringey,54.0,13.0
2022-07-01,Harrow,394.0,17.0
2022-07-01,Havering,416096.0,77904.0
2022-07-01,Hillingdon,41789.0,227789.0
2022-07-01,Hounslow,596.0,69458.0
2022-07-01,Islington,64.0,31.0
2022-07-01,Kensington And Chelsea,182530.0,212399.0
2022-07-01,Kingston,3055.0,140536.0
2022-07-01,Lambeth,5361.0,123904.0
2022-07-01,Lewisham,43.0,422236.0
2022-07-01,Merton,6535.0,417068.0
2022-07-01,Newham,107.0,179404.0
2022-07-01,Redbridge,163171.0,280.0
2022-07-01,Richmond,19910.0,251787.0
2022-07-01,Southwark,42.0,13.0
2022-07-01,Sutton,34.0,541207.0
2022-07-01,Tower Hamlets,44.0,191883.0
2022-07-01,Waltham Forest,70.0,19.0
2022-07-01,Wandsworth,52.0,177515.0
2022-07-01,Westminster,45.0,166676.0
2022-08-01,Barking And Dagenham,4587.0,335556.0
2022-08-01,Barnet,221.0,347155.0
2022-08-01,Bexley,427.0,409015.0
2022-08-01,Brent,2876.0,159739.0
2022-08-01,Bromley,42.0,288385.0
2022-08-01,Camden,36.0,80959.0
2022-08-01,Croydon,47683.0,86127.0
2022-08-01,Ealing,288975.0,23.0
2022-08-01,Enfield,52.0,88907.0
2022-08-01,Greenwich,1684.0,175344.0
2022-08-01,Hackney,224.0,97448.0
2022-08-01,Hammersmith And Fulham,306.0,12.0
2022-08-01,Haringey,57.0,14.0
2022-08-01,Harrow,394.0,17.0
2022-08-01,Havering,348994.0,77905.0
2022-08-01,Hillingdon,41689.0,383344.0
2022-08-01,Hounslow,321.0,69457.0
2022-08-01,Islington,56.0,168353.0
2022-08-01,Kensington And Chelsea,182531.0,212399.0
2022-08-01,Kingston,1956.0,140535.0
2022-08-01,Lambeth,3368.0,46127.0
2022-08-01,Lewisham,42.0,422237.0
2022-08-01,Merton,6541.0,328178.0
2022-08-01,Newham,117.0,179404.0
2022-08-01,Redbridge,163171.0,280.0
2022-08-01,Richmond,29915.0,251787.0
2022-08-01,Southwark,39.0,13.0
2022-08-01,Sutton,34.0,541208.0
2022-08-01,Tower Hamlets,47.0,191883.0
2022-08-01,Waltham Forest,72.0,29.0
2022-08-01,Wandsworth,59.0,322236.0
2022-08-01,Westminster,46.0,166677.0
2022-09-01,Barking And Dagenham,4329.0,335648.0
2022-09-01,Barnet,223.0,347155.0
2022-09-01,Bexley,427.0,409014.0
2022-09-01,Brent,1875.0,159737.0
2022-09-01,Bromley,44.0,305049.0
2022-09-01,Camden,37.0,80959.0
2022-09-01,Croydon,47686.0,86125.0
2022-09-01,Ealing,388980.0,188909.0
2022-09-01,Enfield,49.0,88905.0
2022-09-01,Greenwich,1682.0,175345.0
2022-09-01,Hackney,227.0,97448.0
2022-09-01,Hammersmith And Fulham,34.0,11.0
2022-09-01,Haringey,53.0,14.0
2022-09-01,Harrow,297.0,16.0
2022-09-01,Havering,268168.0,77899.0
2022-09-01,Hillingdon,41678.0,294454.0
2022-09-01,Hounslow,321.0,69457.0
2022-09-01,Islington,41.0,168353.0
2022-09-01,Kensington And Chelsea,182535.0,222739.0
2022-09-01,Kingston,1956.0,126227.0
2022-09-01,Lambeth,879.0,46124.0
2022-09-01,Lewisham,42.0,422237.0
2022-09-01,Merton,32428.0,328178.0
2022-09-01,Newham,88.0,179403.0
2022-09-01,Redbridge,163172.0,280.0
2022-09-01,Richmond,29914.0,251786.0
2022-09-01,Southwark,39.0,15.0
2022-09-01,Sutton,33.0,388431.0
2022-09-01,Tower Hamlets,49.0,191883.0
2022-09-01,Waltham Forest,76.0,28.0
2022-09-01,Wandsworth,59.0,322235.0
2022-09-01,Westminster,43.0,166677.0
2022-10-01,Barking And Dagenham,5128.0,335648.0
2022-10-01,Barnet,220.0,347155.0
2022-10-01,Bexley,429.0,409007.0
2022-10-01,Brent,1884.0,159736.0
2022-10-01,Bromley,45.0,404845.0
2022-10-01,Camden,40.0,80959.0
2022-10-01,Croydon,47685.0,86126.0
2022-10-01,Ealing,96.0,20.0
2022-10-01,Enfield,54.0,88905.0
2022-10-01,Greenwich,1680.0,175346.0
2022-10-01,Hackney,229.0,97447.0
2022-10-01,Hammersmith And Fulham,34.0,12.0
2022-10-01,Haringey,50.0,15.0
2022-10-01,Harrow,296.0,17.0
2022-10-01,Havering,168179.0,77900.0
2022-10-01,Hillingdon,41678.0,355567.0
2022-10-01,Hounslow,221.0,69457.0
2022-10-01,Islington,5248.0,168353.0
2022-10-01,Kensington And Chelsea,282604.0,222737.0
2022-10-01,Kingston,1875.0,126227.0
2022-10-01,Lambeth,880.0,46124.0
2022-10-01,Lewisham,45.0,383348.0
2022-10-01,Merton,32428.0,328178.0
2022-10-01,Newham,95.0,179404.0
2022-10-01,Redbridge,163172.0,280.0
2022-10-01,Richmond,29916.0,161127.0
2022-10-01,Southwark,40.0,13.0
2022-10-01,Sutton,36.0,388432.0
2022-10-01,Tower Hamlets,48.0,195446.0
2022-10-01,Waltham Forest,74.0,29.0
2022-10-01,Wandsworth,58.0,133347.0
2022-10-01,Westminster,43.0,166677.0
2022-11-01,Barking And Dagenham,4256.0,335648.0
2022-11-01,Barnet,217.0,347157.0
2022-11-01,Bexley,427.0,409007.0
2022-11-01,Brent,1978.0,259736.0
2022-11-01,Bromley,44.0,404914.0
2022-11-01,Camden,47.0,80959.0
2022-11-01,Croydon,107.0,86125.0
2022-11-01,Ealing,69.0,20.0
2022-11-01,Enfield,52.0,88906.0
2022-11-01,Greenwich,1677.0,175347.0
2022-11-01,Hackney,325.0,97447.0
2022-11-01,Hammersmith And Fulham,33.0,13.0
2022-11-01,Haringey,49.0,16.0
2022-11-01,Harrow,395.0,19.0
2022-11-01,Havering,68135.0,77899.0
2022-11-01,Hillingdon,41849.0,355567.0
2022-11-01,Hounslow,220.0,69457.0
2022-11-01,Islington,605.0,168353.0
2022-11-01,Kensington And Chelsea,280.0,222737.0
2022-11-01,Kingston,1874.0,126227.0
2022-11-01,Lambeth,879.0,46124.0
2022-11-01,Lewisham,43.0,383347.0
2022-11-01,Merton,400079.0,328179.0
2022-11-01,Newham,96.0,179403.0
2022-11-01,Redbridge,163168.0,280.0
2022-11-01,Richmond,29916.0,161127.0
2022-11-01,Southwark,40.0,15.0
2022-11-01,Sutton,38.0,388432.0
2022-11-01,Tower Hamlets,48.0,195446.0
2022-11-01,Waltham Forest,66.0,29.0
2022-11-01,Wandsworth,57.0,183347.0
2022-11-01,Westminster,43.0,333343.0
2022-12-01,Barking And Dagenham,4258.0,335648.0
2022-12-01,Barnet,219.0,347157.0
2022-12-01,Bexley,17004.0,409007.0
2022-12-01,Brent,470.0,259735.0
2022-12-01,Bromley,39.0,404914.0
2022-12-01,Camden,47.0,80959.0
2022-12-01,Croydon,437.0,86125.0
2022-12-01,Ealing,63.0,20.0
2022-12-01,Enfield,43.0,88906.0
2022-12-01,Greenwich,2677.0,175347.0
2022-12-01,Hackney,328.0,26893.0
2022-12-01,Hammersmith And Fulham,33.0,14.0
2022-12-01,Haringey,41.0,16.0
2022-12-01,Harrow,325.0,18.0
2022-12-01,Havering,268132.0,77898.0
2022-12-01,Hillingdon,51807.0,355567.0
2022-12-01,Hounslow,216.0,69457.0
2022-12-01,Islington,709.0,168353.0
2022-12-01,Kensington And Chelsea,280.0,222736.0
2022-12-01,Kingston,1883.0,126228.0
2022-12-01,Lambeth,239.0,46125.0
2022-12-01,Lewisham,41.0,383347.0
2022-12-01,Merton,190071.0,328178.0
2022-12-01,Newham,96.0,179403.0
2022-12-01,Redbridge,163170.0,280.0
2022-12-01,Richmond,29912.0,161127.0
2022-12-01,Southwark,40.0,14.0
2022-12-01,Sutton,37.0,388432.0
2022-12-01,Tower Hamlets,51.0,195446.0
2022-12-01,Waltham Forest,69.0,29.0
2022-12-01,Wandsworth,49.0,83348.0
2022-12-01,Westminster,36763.0,333343.0
2023-01-01,Barking And Dagenham,4358.0,254260.0
2023-01-01,Barnet,220.0,347157.0
2023-01-01,Bexley,408.0,409007.0
2023-01-01,Brent,426.0,259735.0
2023-01-01,Bromley,40.0,404914.0
2023-01-01,Camden,53.0,80959.0
2023-01-01,Croydon,334.0,86128.0
2023-01-01,Ealing,65.0,22.0
2023-01-01,Enfield,51.0,88907.0
2023-01-01,Greenwich,2685.0,175348.0
2023-01-01,Hackney,319.0,26892.0
2023-01-01,Hammersmith And Fulham,30.0,14.0
2023-01-01,Haringey,51.0,16.0
2023-01-01,Harrow,42.0,18.0
2023-01-01,Havering,368132.0,77897.0
2023-01-01,Hillingdon,41694.0,355567.0
2023-01-01,Hounslow,217.0,69457.0
2023-01-01,Islington,505.0,168353.0
2023-01-01,Kensington And Chelsea,280.0,222737.0
2023-01-01,Kingston,1887.0,126228.0
2023-01-01,Lambeth,237.0,46125.0
2023-01-01,Lewisham,45.0,394458.0
2023-01-01,Merton,191070.0,152960.0
2023-01-01,Newham,93.0,173859.0
2023-01-01,Redbridge,163167.0,280.0
2023-01-01,Richmond,296705.0,161127.0
2023-01-01,Southwark,40.0,14.0
2023-01-01,Sutton,37.0,373432.0
2023-01-01,Tower Hamlets,49.0,195447.0
2023-01-01,Waltham Forest,64.0,29.0
2023-01-01,Wandsworth,49.0,83353.0
2023-01-01,Westminster,26763.0,333344.0
2023-02-01,Barking And Dagenham,2256.0,254259.0
2023-02-01,Barnet,221.0,347157.0
2023-02-01,Bexley,46.0,409007.0
2023-02-01,Brent,424.0,259736.0
2023-02-01,Bromley,39.0,404914.0
2023-02-01,Camden,53.0,80959.0
2023-02-01,Croydon,232.0,177795.0
2023-02-01,Ealing,63.0,22.0
2023-02-01,Enfield,52.0,88906.0
2023-02-01,Greenwich,2687.0,251737.0
2023-02-01,Hackney,320.0,96574.0
2023-02-01,Hammersmith And Fulham,27.0,14.0
2023-02-01,Haringey,52.0,15.0
2023-02-01,Harrow,40.0,19.0
2023-02-01,Havering,368139.0,77899.0
2023-02-01,Hillingdon,25347.0,355569.0
2023-02-01,Hounslow,215.0,69459.0
2023-02-01,Islington,605.0,233631.0
2023-02-01,Kensington And Chelsea,182.0,222737.0
2023-02-01,Kingston,1887.0,126215.0
2023-02-01,Lambeth,250.0,46127.0
2023-02-01,Lewisham,44.0,394458.0
2023-02-01,Merton,191070.0,152960.0
2023-02-01,Newham,91.0,176414.0
2023-02-01,Redbridge,163167.0,382.0
2023-02-01,Richmond,296706.0,161127.0
2023-02-01,Southwark,40.0,14.0
2023-02-01,Sutton,36.0,545637.0
2023-02-01,Tower Hamlets,43.0,195448.0
2023-02-01,Waltham Forest,60.0,31.0
2023-02-01,Wandsworth,47.0,83353.0
2023-02-01,Westminster,26763.0,333345.0
2023-03-01,Barking And Dagenham,24349.0,254261.0
2023-03-01,Barnet,221.0,347157.0
2023-03-01,Bexley,46.0,409175.0
2023-03-01,Brent,422.0,259735.0
2023-03-01,Bromley,39.0,320087.0
2023-03-01,Camden,53.0,80958.0
2023-03-01,Croydon,231.0,177795.0
2023-03-01,Ealing,59.0,20.0
2023-03-01,Enfield,50.0,88906.0
2023-03-01,Greenwich,23118.0,280680.0
2023-03-01,Hackney,218.0,96574.0
2023-03-01,Hammersmith And Fulham,27.0,14.0
2023-03-01,Haringey,49.0,16.0
2023-03-01,Harrow,40.0,19.0
2023-03-01,Havering,368136.0,77899.0
2023-03-01,Hillingdon,24990.0,369458.0
2023-03-01,Hounslow,210.0,69459.0
2023-03-01,Islington,603.0,333631.0
2023-03-01,Kensington And Chelsea,182.0,222737.0
2023-03-01,Kingston,18392.0,126214.0
2023-03-01,Lambeth,351.0,491.0
2023-03-01,Lewisham,42.0,133349.0
2023-03-01,Merton,190965.0,241849.0
2023-03-01,Newham,90.0,176414.0
2023-03-01,Redbridge,163168.0,382.0
2023-03-01,Richmond,286705.0,161127.0
2023-03-01,Southwark,42.0,14.0
2023-03-01,Sutton,36.0,545637.0
2023-03-01,Tower Hamlets,42.0,285029.0
2023-03-01,Waltham Forest,59.0,31.0
2023-03-01,Wandsworth,47.0,83353.0
2023-03-01,Westminster,26763.0,333345.0
2023-04-01,Barking And Dagenham,24352.0,254261.0
2023-04-01,Barnet,224.0,347157.0
2023-04-01,Bexley,46.0,333173.0
2023-04-01,Brent,425.0,259735.0
2023-04-01,Bromley,41.0,320088.0
2023-04-01,Camden,52.0,80958.0
2023-04-01,Croydon,236.0,177796.0
2023-04-01,Ealing,58.0,20.0
2023-04-01,Enfield,50.0,88906.0
2023-04-01,Greenwich,16565.0,280680.0
2023-04-01,Hackney,222.0,96574.0
2023-04-01,Hammersmith And Fulham,27.0,15.0
2023-04-01,Haringey,47.0,17.0
2023-04-01,Harrow,42.0,19.0
2023-04-01,Havering,368138.0,77899.0
2023-04-01,Hillingdon,24981.0,369459.0
2023-04-01,Hounslow,211.0,69460.0
2023-04-01,Islington,227.0,185551.0
2023-04-01,Kensington And Chelsea,182.0,222738.0
2023-04-01,Kingston,18393.0,126215.0
2023-04-01,Lambeth,253.0,491.0
2023-04-01,Lewisham,42.0,133348.0
2023-04-01,Merton,192075.0,241850.0
2023-04-01,Newham,88.0,176414.0
2023-04-01,Redbridge,163170.0,382.0
2023-04-01,Richmond,19902.0,161128.0
2023-04-01,Southwark,43.0,14.0
2023-04-01,Sutton,35.0,645637.0
2023-04-01,Tower Hamlets,42.0,285029.0
2023-04-01,Waltham Forest,57.0,31.0
2023-04-01,Wandsworth,47.0,83353.0
2023-04-01,Westminster,26764.0,333345.0
2023-05-01,Barking And Dagenham,24351.0,254263.0
2023-05-01,Barnet,223.0,347155.0
2023-05-01,Bexley,41.0,333174.0
2023-05-01,Brent,423.0,259735.0
2023-05-01,Bromley,43.0,320089.0
2023-05-01,Camden,56.0,80959.0
2023-05-01,Croydon,339.0,177796.0
2023-05-01,Ealing,54.0,21.0
2023-05-01,Enfield,48.0,88906.0
2023-05-01,Greenwich,16562.0,280680.0
2023-05-01,Hackney,218.0,96575.0
2023-05-01,Hammersmith And Fulham,25.0,16.0
2023-05-01,Haringey,49.0,17.0
2023-05-01,Harrow,38.0,18.0
2023-05-01,Havering,168136.0,77890.0
2023-05-01,Hillingdon,24880.0,369458.0
2023-05-01,Hounslow,285.0,69460.0
2023-05-01,Islington,326.0,185476.0
2023-05-01,Kensington And Chelsea,181.0,143933.0
2023-05-01,Kingston,18393.0,126229.0
2023-05-01,Lambeth,253.0,493.0
2023-05-01,Lewisham,40.0,133349.0
2023-05-01,Merton,191069.0,241852.0
2023-05-01,Newham,84.0,178418.0
2023-05-01,Redbridge,163170.0,305.0
2023-05-01,Richmond,19902.0,72247.0
2023-05-01,Southwark,42.0,16.0
2023-05-01,Sutton,38.0,645637.0
2023-05-01,Tower Hamlets,42.0,285030.0
2023-05-01,Waltham Forest,56.0,31.0
2023-05-01,Wandsworth,46.0,133348.0
2023-05-01,Westminster,26764.0,333345.0
2023-06-01,Barking And Dagenham,24351.0,254263.0
2023-06-01,Barnet,221.0,347155.0
2023-06-01,Bexley,43.0,333174.0
2023-06-01,Brent,421.0,259736.0
2023-06-01,Bromley,55.0,320089.0
2023-06-01,Camden,57.0,80959.0
2023-06-01,Croydon,337.0,177796.0
2023-06-01,Ealing,26716.0,22.0
2023-06-01,Enfield,52.0,88906.0
2023-06-01,Greenwich,16561.0,280680.0
2023-06-01,Hackney,218.0,96575.0
2023-06-01,Hammersmith And Fulham,29.0,15.0
2023-06-01,Haringey,53.0,18.0
2023-06-01,Harrow,40.0,18.0
2023-06-01,Havering,168135.0,77890.0
2023-06-01,Hillingdon,25076.0,369458.0
2023-06-01,Hounslow,385.0,69462.0
2023-06-01,Islington,324.0,185481.0
2023-06-01,Kensington And Chelsea,285.0,143933.0
2023-06-01,Kingston,18394.0,126228.0
2023-06-01,Lambeth,252.0,491.0
2023-06-01,Lewisham,37.0,133348.0
2023-06-01,Merton,191070.0,241852.0
2023-06-01,Newham,83.0,178420.0
2023-06-01,Redbridge,163170.0,205681.0
2023-06-01,Richmond,19901.0,72247.0
2023-06-01,Southwark,45.0,15.0
2023-06-01,Sutton,37.0,473418.0
2023-06-01,Tower Hamlets,42.0,285029.0
2023-06-01,Waltham Forest,55.0,78587.0
2023-06-01,Wandsworth,46.0,133348.0
2023-06-01,Westminster,26764.0,333345.0
2023-07-01,Barking And Dagenham,24437.0,254264.0
2023-07-01,Barnet,220.0,347155.0
2023-07-01,Bexley,42.0,333174.0
2023-07-01,Brent,232.0,259736.0
2023-07-01,Bromley,238.0,320089.0
2023-07-01,Camden,56.0,80960.0
2023-07-01,Croydon,337.0,177798.0
2023-07-01,Ealing,314.0,22.0
2023-07-01,Enfield,51.0,88906.0
2023-07-01,Greenwich,16562.0,280680.0
2023-07-01,Hackney,220.0,96575.0
2023-07-01,Hammersmith And Fulham,29.0,16.0
2023-07-01,Haringey,52.0,19.0
2023-07-01,Harrow,40.0,18.0
2023-07-01,Havering,168133.0,77891.0
2023-07-01,Hillingdon,25075.0,369458.0
2023-07-01,Hounslow,385.0,69461.0
2023-07-01,Islington,323.0,185482.0
2023-07-01,Kensington And Chelsea,283.0,143936.0
2023-07-01,Kingston,18394.0,126229.0
2023-07-01,Lambeth,355.0,493.0
2023-07-01,Lewisham,38.0,233348.0
2023-07-01,Merton,191070.0,341853.0
2023-07-01,Newham,82.0,178421.0
2023-07-01,Redbridge,163170.0,205752.0
2023-07-01,Richmond,19801.0,72248.0
2023-07-01,Southwark,52.0,15.0
2023-07-01,Sutton,37.0,473418.0
2023-07-01,Tower Hamlets,39.0,285030.0
2023-07-01,Waltham Forest,53.0,32.0
2023-07-01,Wandsworth,45.0,133348.0
2023-07-01,Westminster,26781.0,333347.0
2023-08-01,Barking And Dagenham,24540.0,328707.0
2023-08-01,Barnet,44.0,347155.0
2023-08-01,Bexley,41.0,333174.0
2023-08-01,Brent,233.0,259736.0
2023-08-01,Bromley,251.0,320089.0
2023-08-01,Camden,56.0,80960.0
2023-08-01,Croydon,342.0,177797.0
2023-08-01,Ealing,313.0,22.0
2023-08-01,Enfield,43.0,88906.0
2023-08-01,Greenwich,26562.0,280680.0
2023-08-01,Hackney,219.0,97547.0
2023-08-01,Hammersmith And Fulham,31.0,16.0
2023-08-01,Haringey,46.0,23.0
2023-08-01,Harrow,40.0,18.0
2023-08-01,Havering,168132.0,192.0
2023-08-01,Hillingdon,25075.0,369458.0
2023-08-01,Hounslow,202.0,69461.0
2023-08-01,Islington,223.0,185481.0
2023-08-01,Kensington And Chelsea,282.0,143934.0
2023-08-01,Kingston,18394.0,126229.0
2023-08-01,Lambeth,349.0,493.0
2023-08-01,Lewisham,37.0,233347.0
2023-08-01,Merton,191069.0,341853.0
2023-08-01,Newham,89.0,178421.0
2023-08-01,Redbridge,63171.0,205752.0
2023-08-01,Richmond,19800.0,72248.0
2023-08-01,Southwark,53.0,15.0
2023-08-01,Sutton,39.0,473418.0
