Date,Borough,Rank Constable,Rank PSCO
2020-05-01,Hammersmith And Fulham,126.0,10.0
2020-05-01,Haringey,43.0,15.0
2020-05-01,Harrow,157977.0,83346.0
2020-05-01,Havering,534514.0,77962.0
2020-05-01,Hillingdon,17218.0,303024.0
2020-05-01,Hounslow,300.0,96726.0
2020-05-01,Islington,51.0,30.0
2020-05-01,Kensington And Chelsea,32.0,156223.0
2020-05-01,Kingston,168883.0,140532.0
2020-05-01,Lambeth,38.0,138904.0
2020-05-01,Lewisham,1708.0,265484.0
2020-05-01,Merton,2138.0,368700.0
2020-05-01,Newham,40.0,80085.0
2020-05-01,Redbridge,353549.0,89064.0
2020-05-01,Richmond,38919.0,72240.0
2020-05-01,Southwark,218.0,13.0
2020-05-01,Sutton,1624.0,376351.0
2020-05-01,Tower Hamlets,129.0,289154.0
2020-05-01,Waltham Forest,39.0,13.0
2020-05-01,Wandsworth,62665.0,313344.0
2020-05-01,Westminster,40.0,922245.0
2020-06-01,Barking And Dagenham,196820.0,179928.0
2020-06-01,Barnet,43.0,163519.0
2020-06-01,Bexley,3094.0,1051514.0
2020-06-01,Brent,195190.0,76406.0
2020-06-01,Bromley,117.0,344318.0
2020-06-01,Camden,6988.0,80034.0
2020-06-01,Croydon,197946.0,86130.0
2020-06-01,Ealing,177060.0,17.0
2020-06-01,Enfield,39916.0,116681.0
2020-06-01,Greenwich,30.0,301814.0
2020-06-01,Hackney,1719.0,215804.0
2020-06-01,Hammersmith And Fulham,203.0,10.0
2020-06-01,Haringey,42.0,15.0
2020-06-01,Harrow,158155.0,83346.0
2020-06-01,Havering,634514.0,77962.0
2020-06-01,Hillingdon,17393.0,303024.0
2020-06-01,Hounslow,153374.0,96727.0
2020-06-01,Islington,47.0,28.0
2020-06-01,Kensington And Chelsea,205.0,156224.0
2020-06-01,Kingston,44.0,140533.0
2020-06-01,Lambeth,37.0,138904.0
2020-06-01,Lewisham,1709.0,265484.0
2020-06-01,Merton,2137.0,368700.0
2020-06-01,Newham,37.0,152306.0
2020-06-01,Redbridge,192072.0,88989.0
2020-06-01,Richmond,38918.0,72240.0
2020-06-01,Southwark,218.0,13.0
2020-06-01,Sutton,1820.0,376351.0
2020-06-01,Tower Hamlets,216.0,289154.0
2020-06-01,Waltham Forest,36.0,14.0
2020-06-01,Wandsworth,466.0,313344.0
2020-06-01,Westminster,40.0,450025.0
2020-07-01,Barking And Dagenham,196820.0,230004.0
2020-07-01,Barnet,45.0,163518.0
2020-07-01,Bexley,3095.0,1051514.0
2020-07-01,Brent,195189.0,76406.0
2020-07-01,Bromley,119.0,344319.0
2020-07-01,Camden,6986.0,80034.0
2020-07-01,Croydon,197852.0,86129.0
2020-07-01,Ealing,177061.0,79183.0
2020-07-01,Enfield,39921.0,116681.0
2020-07-01,Greenwich,33.0,301813.0
2020-07-01,Hackney,1724.0,215805.0
2020-07-01,Hammersmith And Fulham,204.0,10.0
2020-07-01,Haringey,44.0,15.0
2020-07-01,Harrow,158154.0,83346.0
2020-07-01,Havering,635298.0,77962.0
2020-07-01,Hillingdon,12369.0,303024.0
2020-07-01,Hounslow,453.0,81568.0
2020-07-01,Islington,47.0,28.0
2020-07-01,Kensington And Chelsea,204.0,156224.0
2020-07-01,Kingston,44.0,140532.0
2020-07-01,Lambeth,37.0,138904.0
2020-07-01,Lewisham,1708.0,265484.0
2020-07-01,Merton,2136.0,368700.0
2020-07-01,Newham,37.0,138279.0
2020-07-01,Redbridge,181903.0,88989.0
2020-07-01,Richmond,38915.0,72242.0
2020-07-01,Southwark,217.0,13.0
2020-07-01,Sutton,1822.0,376351.0
2020-07-01,Tower Hamlets,232.0,289153.0
2020-07-01,Waltham Forest,36.0,14.0
2020-07-01,Wandsworth,466.0,313344.0
2020-07-01,Westminster,39.0,450025.0
2020-08-01,Barking And Dagenham,195819.0,179921.0
2020-08-01,Barnet,43.0,163518.0
2020-08-01,Bexley,3095.0,1051514.0
2020-08-01,Brent,195189.0,76407.0
2020-08-01,Bromley,117.0,344319.0
2020-08-01,Camden,6985.0,163506.0
2020-08-01,Croydon,197852.0,86129.0
2020-08-01,Ealing,177061.0,79183.0
2020-08-01,Enfield,29921.0,116681.0
2020-08-01,Greenwich,35.0,301813.0
2020-08-01,Hackney,2728.0,315804.0
2020-08-01,Hammersmith And Fulham,203.0,10.0
2020-08-01,Haringey,45.0,15.0
2020-08-01,Harrow,158154.0,83346.0
2020-08-01,Havering,635298.0,159350.0
2020-08-01,Hillingdon,12369.0,403024.0
2020-08-01,Hounslow,452.0,81568.0
2020-08-01,Islington,45.0,28.0
2020-08-01,Kensington And Chelsea,204.0,156223.0
2020-08-01,Kingston,44.0,140532.0
2020-08-01,Lambeth,36.0,138904.0
2020-08-01,Lewisham,1707.0,265484.0
2020-08-01,Merton,2136.0,368700.0
2020-08-01,Newham,37.0,138279.0
2020-08-01,Redbridge,181903.0,88989.0
2020-08-01,Richmond,38915.0,72239.0
2020-08-01,Southwark,217.0,14.0
2020-08-01,Sutton,1822.0,376351.0
2020-08-01,Tower Hamlets,234.0,289153.0
2020-08-01,Waltham Forest,36.0,15.0
2020-08-01,Wandsworth,466.0,313344.0
2020-08-01,Westminster,39.0,450025.0
2020-09-01,Barking And Dagenham,195810.0,179921.0
2020-09-01,Barnet,45.0,163518.0
2020-09-01,Bexley,2194.0,819544.0
2020-09-01,Brent,195197.0,76406.0
2020-09-01,Bromley,62.0,474874.0
2020-09-01,Camden,638.0,163505.0
2020-09-01,Croydon,747.0,86130.0
2020-09-01,Ealing,177068.0,17.0
2020-09-01,Enfield,29918.0,116681.0
2020-09-01,Greenwich,33.0,301813.0
2020-09-01,Hackney,1726.0,315804.0
2020-09-01,Hammersmith And Fulham,205.0,9.0
2020-09-01,Haringey,44.0,15.0
2020-09-01,Harrow,157963.0,83346.0
2020-09-01,Havering,524350.0,159350.0
2020-09-01,Hillingdon,22472.0,410080.0
2020-09-01,Hounslow,630.0,81568.0
2020-09-01,Islington,48.0,29.0
2020-09-01,Kensington And Chelsea,205.0,156223.0
2020-09-01,Kingston,45.0,140523.0
2020-09-01,Lambeth,34.0,130571.0
2020-09-01,Lewisham,2706.0,265484.0
2020-09-01,Merton,2036.0,367367.0
2020-09-01,Newham,38.0,138279.0
2020-09-01,Redbridge,181902.0,88989.0
2020-09-01,Richmond,38915.0,72239.0
2020-09-01,Southwark,215.0,14.0
2020-09-01,Sutton,2825.0,376351.0
2020-09-01,Tower Hamlets,223.0,289153.0
2020-09-01,Waltham Forest,38.0,16.0
2020-09-01,Wandsworth,466.0,413344.0
2020-09-01,Westminster,37.0,450036.0
2020-10-01,Barking And Dagenham,196810.0,179921.0
2020-10-01,Barnet,42.0,163518.0
2020-10-01,Bexley,1193.0,1013848.0
2020-10-01,Brent,195196.0,76406.0
2020-10-01,Bromley,48.0,474874.0
2020-10-01,Camden,637.0,163505.0
2020-10-01,Croydon,733.0,86130.0
2020-10-01,Ealing,177067.0,17.0
2020-10-01,Enfield,29917.0,116681.0
2020-10-01,Greenwich,33.0,301813.0
2020-10-01,Hackney,424.0,246621.0
2020-10-01,Hammersmith And Fulham,205.0,9.0
2020-10-01,Haringey,42.0,15.0
2020-10-01,Harrow,37.0,83346.0
2020-10-01,Havering,524350.0,159350.0
2020-10-01,Hillingdon,22474.0,335914.0
2020-10-01,Hounslow,906.0,81568.0
2020-10-01,Islington,47.0,29.0
2020-10-01,Kensington And Chelsea,205.0,156223.0
2020-10-01,Kingston,45.0,140514.0
2020-10-01,Lambeth,45.0,130571.0
2020-10-01,Lewisham,2706.0,265484.0
2020-10-01,Merton,2197.0,367367.0
2020-10-01,Newham,38.0,138279.0
2020-10-01,Redbridge,191902.0,88989.0
2020-10-01,Richmond,38915.0,72239.0
2020-10-01,Southwark,230.0,14.0
2020-10-01,Sutton,2826.0,376351.0
2020-10-01,Tower Hamlets,221.0,289153.0
2020-10-01,Waltham Forest,37.0,20.0
2020-10-01,Wandsworth,466.0,413344.0
2020-10-01,Westminster,36.0,450036.0
2020-11-01,Barking And Dagenham,7462.0,179921.0
2020-11-01,Barnet,46.0,163518.0
2020-11-01,Bexley,297.0,916627.0
2020-11-01,Brent,195198.0,76406.0
2020-11-01,Bromley,52.0,474875.0
2020-11-01,Camden,836.0,163505.0
2020-11-01,Croydon,736.0,86129.0
2020-11-01,Ealing,177073.0,17.0
2020-11-01,Enfield,49919.0,18.0
2020-11-01,Greenwich,1665.0,301813.0
2020-11-01,Hackney,527.0,346620.0
2020-11-01,Hammersmith And Fulham,216.0,10.0
2020-11-01,Haringey,49.0,13.0
2020-11-01,Harrow,43.0,83349.0
2020-11-01,Havering,625353.0,159350.0
2020-11-01,Hillingdon,19920.0,418650.0
2020-11-01,Hounslow,910.0,81568.0
2020-11-01,Islington,48.0,29.0
2020-11-01,Kensington And Chelsea,216.0,156231.0
2020-11-01,Kingston,1911.0,140514.0
2020-11-01,Lambeth,56.0,130571.0
2020-11-01,Lewisham,1707.0,265483.0
2020-11-01,Merton,2208.0,367366.0
2020-11-01,Newham,45.0,138278.0
2020-11-01,Redbridge,194155.0,88989.0
2020-11-01,Richmond,217015.0,72239.0
2020-11-01,Southwark,240.0,14.0
2020-11-01,Sutton,2829.0,376351.0
2020-11-01,Tower Hamlets,224.0,289153.0
2020-11-01,Waltham Forest,44.0,20.0
2020-11-01,Wandsworth,475.0,413344.0
2020-11-01,Westminster,59.0,450012.0
2020-12-01,Barking And Dagenham,7566.0,171929.0
2020-12-01,Barnet,46.0,163518.0
2020-12-01,Bexley,297.0,916626.0
2020-12-01,Brent,195198.0,76407.0
2020-12-01,Bromley,49.0,474875.0
2020-12-01,Camden,836.0,163506.0
2020-12-01,Croydon,736.0,86130.0
2020-12-01,Ealing,77071.0,17.0
2020-12-01,Enfield,49623.0,17.0
2020-12-01,Greenwich,1666.0,301813.0
2020-12-01,Hackney,525.0,346620.0
2020-12-01,Hammersmith And Fulham,215.0,9.0
2020-12-01,Haringey,48.0,12.0
2020-12-01,Harrow,43.0,83350.0
2020-12-01,Havering,625357.0,159349.0
2020-12-01,Hillingdon,20919.0,408761.0
2020-12-01,Hounslow,910.0,88623.0
2020-12-01,Islington,46.0,28.0
2020-12-01,Kensington And Chelsea,215.0,156231.0
2020-12-01,Kingston,1914.0,140515.0
2020-12-01,Lambeth,53.0,130571.0
2020-12-01,Lewisham,1706.0,265484.0
2020-12-01,Merton,2221.0,367366.0
2020-12-01,Newham,45.0,138278.0
2020-12-01,Redbridge,199357.0,88990.0
2020-12-01,Richmond,217020.0,72239.0
2020-12-01,Southwark,237.0,14.0
2020-12-01,Sutton,2829.0,309684.0
2020-12-01,Tower Hamlets,222.0,289153.0
2020-12-01,Waltham Forest,46.0,20.0
2020-12-01,Wandsworth,476.0,413344.0
2020-12-01,Westminster,55.0,450010.0
2021-01-01,Barking And Dagenham,8587.0,171929.0
2021-01-01,Barnet,42.0,163518.0
2021-01-01,Bexley,216.0,916626.0
2021-01-01,Brent,8359.0,76407.0
2021-01-01,Bromley,48.0,474875.0
2021-01-01,Camden,726.0,163506.0
2021-01-01,Croydon,734.0,86129.0
2021-01-01,Ealing,77074.0,17.0
2021-01-01,Enfield,49623.0,17.0
2021-01-01,Greenwich,1665.0,401814.0
2021-01-01,Hackney,525.0,346620.0
2021-01-01,Hammersmith And Fulham,316.0,9.0
2021-01-01,Haringey,44.0,12.0
2021-01-01,Harrow,43.0,83350.0
2021-01-01,Havering,575635.0,159349.0
2021-01-01,Hillingdon,21856.0,408761.0
2021-01-01,Hounslow,912.0,88623.0
2021-01-01,Islington,44.0,28.0
2021-01-01,Kensington And Chelsea,319.0,156230.0
2021-01-01,Kingston,1927.0,140515.0
2021-01-01,Lambeth,52.0,130571.0
2021-01-01,Lewisham,1704.0,277790.0
2021-01-01,Merton,2322.0,367366.0
2021-01-01,Newham,47.0,138278.0
2021-01-01,Redbridge,300362.0,88990.0
2021-01-01,Richmond,227020.0,72239.0
2021-01-01,Southwark,235.0,15.0
2021-01-01,Sutton,2829.0,312628.0
2021-01-01,Tower Hamlets,220.0,289153.0
2021-01-01,Waltham Forest,49.0,20.0
2021-01-01,Wandsworth,464.0,413345.0
2021-01-01,Westminster,59.0,450010.0
2021-02-01,Barking And Dagenham,8589.0,171929.0
2021-02-01,Barnet,47.0,163518.0
2021-02-01,Bexley,217.0,916626.0
2021-02-01,Brent,18261.0,76407.0
2021-02-01,Bromley,48.0,474875.0
2021-02-01,Camden,543.0,163506.0
2021-02-01,Croydon,730.0,86129.0
2021-02-01,Ealing,77074.0,17.0
2021-02-01,Enfield,49622.0,16.0
2021-02-01,Greenwich,1665.0,332175.0
2021-02-01,Hackney,327.0,346620.0
2021-02-01,Hammersmith And Fulham,318.0,9.0
2021-02-01,Haringey,43.0,13.0
2021-02-01,Harrow,44.0,83350.0
2021-02-01,Havering,575635.0,159349.0
2021-02-01,Hillingdon,21856.0,408761.0
2021-02-01,Hounslow,1012.0,88623.0
2021-02-01,Islington,44.0,28.0
2021-02-01,Kensington And Chelsea,318.0,156230.0
2021-02-01,Kingston,1929.0,140515.0
2021-02-01,Lambeth,59.0,130571.0
2021-02-01,Lewisham,1703.0,347430.0
2021-02-01,Merton,2312.0,367366.0
2021-02-01,Newham,46.0,138278.0
2021-02-01,Redbridge,299363.0,88990.0
2021-02-01,Richmond,227038.0,72239.0
2021-02-01,Southwark,345.0,15.0
2021-02-01,Sutton,2635.0,312628.0
2021-02-01,Tower Hamlets,222.0,289153.0
2021-02-01,Waltham Forest,49.0,20.0
2021-02-01,Wandsworth,470.0,413345.0
2021-02-01,Westminster,64.0,450010.0
2021-03-01,Barking And Dagenham,8688.0,254151.0
2021-03-01,Barnet,52.0,163519.0
2021-03-01,Bexley,216.0,916626.0
2021-03-01,Brent,28366.0,76409.0
2021-03-01,Bromley,53.0,227896.0
2021-03-01,Camden,542.0,163506.0
2021-03-01,Croydon,725.0,86129.0
2021-03-01,Ealing,77077.0,18.0
2021-03-01,Enfield,19615.0,88904.0
2021-03-01,Greenwich,1663.0,331342.0
2021-03-01,Hackney,325.0,346619.0
2021-03-01,Hammersmith And Fulham,416.0,9.0
2021-03-01,Haringey,44.0,14.0
2021-03-01,Harrow,1681.0,83350.0
2021-03-01,Havering,675632.0,159359.0
2021-03-01,Hillingdon,23862.0,408761.0
2021-03-01,Hounslow,1012.0,81429.0
2021-03-01,Islington,43.0,28.0
2021-03-01,Kensington And Chelsea,223.0,156230.0
2021-03-01,Kingston,1928.0,140514.0
2021-03-01,Lambeth,66.0,130571.0
2021-03-01,Lewisham,1703.0,447429.0
2021-03-01,Merton,2312.0,367366.0
2021-03-01,Newham,45.0,138278.0
2021-03-01,Redbridge,596122.0,89165.0
2021-03-01,Richmond,228734.0,72239.0
2021-03-01,Southwark,245.0,14.0
2021-03-01,Sutton,2635.0,312627.0
2021-03-01,Tower Hamlets,222.0,289153.0
2021-03-01,Waltham Forest,48.0,20.0
2021-03-01,Wandsworth,839.0,413345.0
2021-03-01,Westminster,65.0,550010.0
2021-04-01,Barking And Dagenham,7588.0,254151.0
2021-04-01,Barnet,51.0,159879.0
2021-04-01,Bexley,218.0,916626.0
2021-04-01,Brent,28365.0,76406.0
2021-04-01,Bromley,55.0,227896.0
2021-04-01,Camden,542.0,163506.0
2021-04-01,Croydon,720.0,86129.0
2021-04-01,Ealing,177074.0,18.0
2021-04-01,Enfield,19614.0,88904.0
2021-04-01,Greenwich,1660.0,331342.0
2021-04-01,Hackney,225.0,346619.0
2021-04-01,Hammersmith And Fulham,417.0,8.0
2021-04-01,Haringey,43.0,12.0
2021-04-01,Harrow,5790.0,83350.0
2021-04-01,Havering,524122.0,159359.0
2021-04-01,Hillingdon,28568.0,408761.0
2021-04-01,Hounslow,1515.0,81429.0
2021-04-01,Islington,42.0,28.0
2021-04-01,Kensington And Chelsea,223.0,156230.0
2021-04-01,Kingston,324.0,140517.0
2021-04-01,Lambeth,63.0,130571.0
2021-04-01,Lewisham,1702.0,447429.0
2021-04-01,Merton,2627.0,367368.0
2021-04-01,Newham,44.0,220270.0
2021-04-01,Redbridge,596120.0,89165.0
2021-04-01,Richmond,129750.0,72240.0
2021-04-01,Southwark,244.0,14.0
2021-04-01,Sutton,45.0,395959.0
2021-04-01,Tower Hamlets,36.0,289153.0
2021-04-01,Waltham Forest,47.0,20.0
2021-04-01,Wandsworth,745.0,413347.0
2021-04-01,Westminster,65.0,550010.0
2021-05-01,Barking And Dagenham,8588.0,254151.0
2021-05-01,Barnet,52.0,72248.0
2021-05-01,Bexley,219.0,1138568.0
2021-05-01,Brent,28350.0,76406.0
2021-05-01,Bromley,57.0,227896.0
2021-05-01,Camden,430.0,163506.0
2021-05-01,Croydon,239.0,86129.0
2021-05-01,Ealing,177078.0,18.0
2021-05-01,Enfield,29616.0,88904.0
2021-05-01,Greenwich,1667.0,331342.0
2021-05-01,Hackney,225.0,346619.0
2021-05-01,Hammersmith And Fulham,420.0,8.0
2021-05-01,Haringey,48.0,12.0
2021-05-01,Harrow,5789.0,83351.0
2021-05-01,Havering,623816.0,159359.0
2021-05-01,Hillingdon,28341.0,408761.0
2021-05-01,Hounslow,1261.0,81429.0
2021-05-01,Islington,41.0,28.0
2021-05-01,Kensington And Chelsea,225.0,156230.0
2021-05-01,Kingston,325.0,140517.0
2021-05-01,Lambeth,64.0,130571.0
2021-05-01,Lewisham,1709.0,447429.0
2021-05-01,Merton,2896.0,281564.0
2021-05-01,Newham,44.0,220270.0
2021-05-01,Redbridge,493249.0,89165.0
2021-05-01,Richmond,128752.0,161121.0
2021-05-01,Southwark,244.0,13.0
2021-05-01,Sutton,45.0,395949.0
2021-05-01,Tower Hamlets,37.0,289153.0
2021-05-01,Waltham Forest,47.0,20.0
2021-05-01,Wandsworth,741.0,413347.0
2021-05-01,Westminster,68.0,550010.0
2021-06-01,Barking And Dagenham,7690.0,254151.0
2021-06-01,Barnet,52.0,72248.0
2021-06-01,Bexley,219.0,1038567.0
2021-06-01,Brent,18252.0,76406.0
2021-06-01,Bromley,55.0,227896.0
2021-06-01,Camden,227.0,163506.0
2021-06-01,Croydon,240.0,86129.0
2021-06-01,Ealing,177082.0,18.0
2021-06-01,Enfield,29614.0,88904.0
2021-06-01,Greenwich,1667.0,231343.0
2021-06-01,Hackney,382.0,427100.0
2021-06-01,Hammersmith And Fulham,421.0,8.0
2021-06-01,Haringey,45.0,11.0
2021-06-01,Harrow,5789.0,83350.0
2021-06-01,Havering,523717.0,159359.0
2021-06-01,Hillingdon,28822.0,408762.0
2021-06-01,Hounslow,1261.0,81429.0
2021-06-01,Islington,45.0,29.0
2021-06-01,Kensington And Chelsea,28439.0,156230.0
2021-06-01,Kingston,325.0,140517.0
2021-06-01,Lambeth,61.0,130571.0
2021-06-01,Lewisham,1706.0,447429.0
2021-06-01,Merton,5546.0,281564.0
2021-06-01,Newham,44.0,220270.0
2021-06-01,Redbridge,263177.0,89166.0
2021-06-01,Richmond,128751.0,161121.0
2021-06-01,Southwark,344.0,13.0
2021-06-01,Sutton,41.0,395950.0
2021-06-01,Tower Hamlets,35.0,289153.0
2021-06-01,Waltham Forest,46.0,20.0
2021-06-01,Wandsworth,736.0,413347.0
2021-06-01,Westminster,72.0,550010.0
2021-07-01,Barking And Dagenham,5120.0,254151.0
2021-07-01,Barnet,50.0,72248.0
2021-07-01,Bexley,215.0,1031969.0
2021-07-01,Brent,38350.0,76407.0
2021-07-01,Bromley,53.0,227896.0
2021-07-01,Camden,230.0,163506.0
2021-07-01,Croydon,239.0,86128.0
2021-07-01,Ealing,177085.0,18.0
2021-07-01,Enfield,29613.0,88904.0
2021-07-01,Greenwich,1667.0,231343.0
2021-07-01,Hackney,382.0,427100.0
2021-07-01,Hammersmith And Fulham,421.0,8.0
2021-07-01,Haringey,45.0,11.0
2021-07-01,Harrow,5789.0,83348.0
2021-07-01,Havering,523716.0,159359.0
2021-07-01,Hillingdon,28925.0,408762.0
2021-07-01,Hounslow,1264.0,81429.0
2021-07-01,Islington,43.0,29.0
2021-07-01,Kensington And Chelsea,28437.0,156230.0
2021-07-01,Kingston,325.0,140517.0
2021-07-01,Lambeth,62.0,130571.0
2021-07-01,Lewisham,1703.0,447429.0
2021-07-01,Merton,5546.0,281564.0
2021-07-01,Newham,53.0,214715.0
2021-07-01,Redbridge,163172.0,72498.0
2021-07-01,Richmond,414957.0,161121.0
2021-07-01,Southwark,343.0,13.0
2021-07-01,Sutton,41.0,479282.0
2021-07-01,Tower Hamlets,35.0,289153.0
2021-07-01,Waltham Forest,57.0,20.0
2021-07-01,Wandsworth,736.0,413347.0
2021-07-01,Westminster,70.0,550010.0
2021-08-01,Barking And Dagenham,5217.0,254151.0
2021-08-01,Barnet,49.0,72248.0
2021-08-01,Bexley,217.0,851987.0
2021-08-01,Brent,38348.0,159738.0
2021-08-01,Bromley,52.0,227896.0
2021-08-01,Camden,2774.0,163507.0
2021-08-01,Croydon,238.0,86128.0
2021-08-01,Ealing,177088.0,18.0
2021-08-01,Enfield,29613.0,88904.0
2021-08-01,Greenwich,1666.0,231343.0
2021-08-01,Hackney,383.0,427100.0
2021-08-01,Hammersmith And Fulham,321.0,8.0
2021-08-01,Haringey,45.0,11.0
2021-08-01,Harrow,5788.0,83348.0
2021-08-01,Havering,623827.0,159359.0
2021-08-01,Hillingdon,28926.0,308762.0
2021-08-01,Hounslow,1362.0,81429.0
2021-08-01,Islington,2808.0,30.0
2021-08-01,Kensington And Chelsea,28337.0,156229.0
2021-08-01,Kingston,326.0,140517.0
2021-08-01,Lambeth,61.0,130572.0
2021-08-01,Lewisham,1702.0,447429.0
2021-08-01,Merton,5544.0,281564.0
2021-08-01,Newham,52.0,214715.0
2021-08-01,Redbridge,163170.0,72499.0
2021-08-01,Richmond,313248.0,161121.0
2021-08-01,Southwark,345.0,13.0
2021-08-01,Sutton,41.0,479282.0
2021-08-01,Tower Hamlets,34.0,366930.0
2021-08-01,Waltham Forest,58.0,20.0
2021-08-01,Wandsworth,737.0,413347.0
2021-08-01,Westminster,68.0,166680.0
2021-09-01,Barking And Dagenham,5430.0,254151.0
2021-09-01,Barnet,52.0,72248.0
2021-09-01,Bexley,220.0,851987.0
2021-09-01,Brent,38346.0,159738.0
2021-09-01,Bromley,55.0,227895.0
2021-09-01,Camden,1770.0,163506.0
2021-09-01,Croydon,338.0,86127.0
2021-09-01,Ealing,177090.0,18.0
2021-09-01,Enfield,29613.0,88904.0
2021-09-01,Greenwich,1666.0,231343.0
2021-09-01,Hackney,281.0,243768.0
2021-09-01,Hammersmith And Fulham,419.0,8.0
2021-09-01,Haringey,44.0,11.0
2021-09-01,Harrow,158823.0,83348.0
2021-09-01,Havering,623827.0,159359.0
2021-09-01,Hillingdon,144870.0,311818.0
2021-09-01,Hounslow,51568.0,81429.0
2021-09-01,Islington,4507.0,30.0
2021-09-01,Kensington And Chelsea,28336.0,240395.0
2021-09-01,Kingston,326.0,140517.0
2021-09-01,Lambeth,61.0,130571.0
2021-09-01,Lewisham,1702.0,447429.0
2021-09-01,Merton,5544.0,261286.0
2021-09-01,Newham,317.0,214715.0
2021-09-01,Redbridge,263171.0,72499.0
2021-09-01,Richmond,146339.0,161121.0
2021-09-01,Southwark,62.0,13.0
2021-09-01,Sutton,48.0,479282.0
2021-09-01,Tower Hamlets,39.0,289152.0
2021-09-01,Waltham Forest,60.0,19.0
2021-09-01,Wandsworth,738.0,393069.0
2021-09-01,Westminster,69.0,166680.0
2021-10-01,Barking And Dagenham,5324.0,254151.0
2021-10-01,Barnet,55.0,72248.0
2021-10-01,Bexley,220.0,851987.0
2021-10-01,Brent,597.0,159738.0
2021-10-01,Bromley,51.0,227895.0
2021-10-01,Camden,1770.0,163506.0
2021-10-01,Croydon,338.0,86127.0
2021-10-01,Ealing,177095.0,18.0
2021-10-01,Enfield,29612.0,88904.0
2021-10-01,Greenwich,1666.0,231343.0
2021-10-01,Hackney,280.0,243768.0
2021-10-01,Hammersmith And Fulham,320.0,8.0
2021-10-01,Haringey,43.0,11.0
2021-10-01,Harrow,258818.0,83349.0
2021-10-01,Havering,623999.0,159359.0
2021-10-01,Hillingdon,144872.0,311818.0
2021-10-01,Hounslow,51572.0,81429.0
2021-10-01,Islington,4504.0,30.0
2021-10-01,Kensington And Chelsea,18436.0,240395.0
2021-10-01,Kingston,325.0,140535.0
2021-10-01,Lambeth,61.0,130572.0
2021-10-01,Lewisham,1703.0,447430.0
2021-10-01,Merton,5444.0,261286.0
2021-10-01,Newham,215.0,214714.0
2021-10-01,Redbridge,263174.0,72499.0
2021-10-01,Richmond,319949.0,161121.0
2021-10-01,Southwark,58.0,15.0
2021-10-01,Sutton,47.0,479282.0
2021-10-01,Tower Hamlets,40.0,289152.0
2021-10-01,Waltham Forest,58.0,19.0
2021-10-01,Wandsworth,636.0,393069.0
2021-10-01,Westminster,69.0,166680.0
2021-11-01,Barking And Dagenham,2746.0,254151.0
2021-11-01,Barnet,2714.0,72248.0
2021-11-01,Bexley,221.0,671440.0
2021-11-01,Brent,3251.0,159738.0
2021-11-01,Bromley,57.0,227895.0
2021-11-01,Camden,1770.0,163506.0
2021-11-01,Croydon,441.0,86127.0
2021-11-01,Ealing,177087.0,18.0
2021-11-01,Enfield,19609.0,88904.0
2021-11-01,Greenwich,1668.0,231343.0
2021-11-01,Hackney,286.0,243769.0
2021-11-01,Hammersmith And Fulham,320.0,8.0
2021-11-01,Haringey,44.0,11.0
2021-11-01,Harrow,258821.0,83349.0
2021-11-01,Havering,623841.0,159360.0
2021-11-01,Hillingdon,20967.0,311818.0
2021-11-01,Hounslow,251759.0,81428.0
2021-11-01,Islington,4503.0,35.0
2021-11-01,Kensington And Chelsea,18433.0,240395.0
2021-11-01,Kingston,27470.0,140535.0
2021-11-01,Lambeth,55.0,130571.0
2021-11-01,Lewisham,1705.0,447430.0
2021-11-01,Merton,2823.0,259834.0
2021-11-01,Newham,317.0,214714.0
2021-11-01,Redbridge,263179.0,72499.0
2021-11-01,Richmond,340934.0,161121.0
2021-11-01,Southwark,56.0,15.0
2021-11-01,Sutton,47.0,479291.0
2021-11-01,Tower Hamlets,38.0,289153.0
2021-11-01,Waltham Forest,61.0,19.0
2021-11-01,Wandsworth,1731.0,393069.0
2021-11-01,Westminster,73.0,166680.0
2021-12-01,Barking And Dagenham,1844.0,254151.0
2021-12-01,Barnet,1730.0,72249.0
2021-12-01,Bexley,220.0,671440.0
2021-12-01,Brent,2141.0,159738.0
2021-12-01,Bromley,46.0,227895.0
2021-12-01,Camden,1768.0,163505.0
2021-12-01,Croydon,37684.0,86127.0
2021-12-01,Ealing,177084.0,18.0
2021-12-01,Enfield,19609.0,88904.0
2021-12-01,Greenwich,1666.0,231343.0
2021-12-01,Hackney,284.0,243767.0
2021-12-01,Hammersmith And Fulham,312.0,8.0
2021-12-01,Haringey,44.0,12.0
2021-12-01,Harrow,358808.0,83349.0
2021-12-01,Havering,523841.0,159360.0
2021-12-01,Hillingdon,10965.0,311817.0
2021-12-01,Hounslow,351455.0,81428.0
2021-12-01,Islington,4501.0,45.0
2021-12-01,Kensington And Chelsea,18427.0,240395.0
2021-12-01,Kingston,27472.0,140535.0
2021-12-01,Lambeth,53.0,142377.0
2021-12-01,Lewisham,1703.0,447430.0
2021-12-01,Merton,2933.0,259834.0
2021-12-01,Newham,320.0,202166.0
2021-12-01,Redbridge,263177.0,72499.0
2021-12-01,Richmond,198013.0,251787.0
2021-12-01,Southwark,53.0,15.0
2021-12-01,Sutton,47.0,479291.0
2021-12-01,Tower Hamlets,36.0,289152.0
2021-12-01,Waltham Forest,61.0,19.0
2021-12-01,Wandsworth,1742.0,393069.0
2021-12-01,Westminster,55.0,1077118.0
2022-01-01,Barking And Dagenham,2842.0,254151.0
